,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score
248,this is what i see on my sportsnet app two screens down from the top to find news of damian warner winning the lou marsh award sad that canadas sports media doesnt give him the recognition that he is due congrats damian,JohnsonNeilG,2021-12-09,2:29:48,0,neutral,0.545930445,neutral,0.435863733,joy,0.979200244,negative,0.524795949,positive,0.403622895
249,can someone please show the good doctor and dr there have been zero omicron deaths arruda this very mild death curve and the ventilated patients numbers in guanteng which is increasing by  a day now oh and the massive spike in hospitalized toddlers,lisa_iannattone,2021-12-10,0:56:49,1,negative,0.671256363,neutral,0.496200085,joy,0.868767858,positive,0.915087521,negative,0.374625951
250,emotional validation is doing its not a throw away thing just because theres no tangible problem being solved or action being taken in fact the problem being solved is that youre allowing someone to feel seen and heard rather than challenged or ignored,drfrayn,2021-12-10,22:30:01,0,negative,0.743599653,neutral,0.538572967,joy,0.456637412,positive,0.880391717,positive,0.453204453
251,in my poems i carry a lantern and wander from one house to anotherin search of myself lost and never found,zikrejaana,2021-12-11,15:03:02,0,neutral,0.898330271,neutral,0.715545535,sadness,0.997187197,positive,0.914825261,negative,0.374697059
252,why not to ask someone have you lostgained weight this holiday season or any time of year for that matter along with some more meaningful conversation starters that dont involve centring the discussion around eating or weight,drfrayn,2021-12-13,13:37:32,0,neutral,0.70130688,neutral,0.673342049,joy,0.998036802,positive,0.712265074,negative,0.362733334
253,its interesting to note that surgery  chemo was not associated with any cardiopulmonary deaths this is one of the concerns i have with respect to the idea of neoadj chemoio followed by rt when locoregional control can be safely offered via surgery ,DoctorJSpicer,2021-12-15,22:48:45,0,neutral,0.808640599,positive,0.550524175,joy,0.979650378,positive,0.981274307,negative,0.356542051
254,its not lost on anyone that it was published on november when we loosened restrictions on november error  and werent speeding up rd doses for the holidays error  it seemed meant to reassure everyone that the dissenters were mostly alarmist trolls,lisa_iannattone,2021-12-17,16:34:09,0,negative,0.547959566,neutral,0.524090886,joy,0.600911438,positive,0.573285878,negative,0.498322099
255,kids are surrounded by their peers and are able to take a few extra minutes to simply take a deep breathe ask questions play a game and lower their anxiety before being vaccinated says dr joseph wiley interim chief of paediatrics at oak valley health ,OakValleyHealth,2021-12-17,19:37:16,0,neutral,0.661008179,positive,0.531878471,fear,0.674595058,positive,0.999575794,positive,0.339130759
256,of course we need multiple layers of protection this post is speaking to the anxiety among canadians about not having access to rd doses its to let everyone know that we can quickly add another very effective layer of protection in the community and for essential workers,lisa_iannattone,2021-12-18,16:32:40,1,neutral,0.517512202,neutral,0.481832594,joy,0.98971951,positive,0.964209259,positive,0.36608544
257,yup this many people are going to die preventable deaths in the coming weeks for the sake of maximizing profit for as long as possible this holiday season thanks to a rapid intense and extremely well coordinated effort to minimize the situation we keep getting conned,lisa_iannattone,2021-12-18,18:51:31,1,negative,0.948908269,negative,0.634407401,joy,0.993660152,positive,0.997808397,negative,0.626216769
258,the salmingo family has a long history with msh experiencing their best moments amp their most difficult at the hospital diana worked at msh for years her daughter was cared for before her tragic death and her granddaughter was born at msh,OakValleyHealth,2021-12-20,0:31:18,0,neutral,0.535226762,positive,0.549379706,sadness,0.998229086,positive,0.987914026,negative,0.427416116
259,i think we can call it moral distress combined with exploitation,AmitAryaMD,2021-12-22,12:50:50,0,negative,0.941979289,negative,0.684669018,anger,0.565371156,negative,0.985725164,negative,0.458072513
260,its so sad,AmitAryaMD,2021-12-23,16:39:39,0,negative,0.965604603,negative,0.888985038,sadness,0.997868419,negative,0.998389363,negative,0.48668766
261,in cape girardeau county mo coroner wavis jordan said his office doesnt do covid deaths in he hasnt pronounced a single person dead from covid in the person countywhy covid death counts in the us may be higher than officials say,postgradw,2021-12-23,16:58:46,0,negative,0.726378381,negative,0.549515009,fear,0.802258968,negative,0.998498559,negative,0.383172035
262,so sorry to hear this really sad news  condolences to you and your family,AmitAryaMD,2021-12-24,1:03:26,0,negative,0.90427196,negative,0.780629754,sadness,0.994464695,positive,0.54510355,negative,0.484552175
263,i think what this graph likely points out is all the people who are dying of covid but are not being counted as covid deaths,postgradw,2021-12-24,2:29:20,1,negative,0.608139813,negative,0.569702566,sadness,0.997702181,negative,0.983020902,negative,0.369867951
264,good morning amp happy boxing day to everyone except the ontario government who is only sharing case counts until december th but will not release important metrics such as deaths hospitalizations amp test positivity because theyre on holiday butcovid never takes a holiday,AmitAryaMD,2021-12-26,13:47:52,0,negative,0.477046996,positive,0.421600789,joy,0.990793526,positive,0.993307292,negative,0.359174252
265,i am the renowned ghalib do not ask of my name and fame i am both asadullah and asadullahs manghalib naam aawaram naam o nishaan maparis ham asadullaham wa ham asadullahaem in the pic ghalib holds the above verse in his hand,zikrejaana,2021-12-27,14:15:23,0,neutral,0.742516756,neutral,0.835985601,joy,0.991681397,positive,0.997720182,positive,0.350254804
266,with vs for doesnt matter as much as people would like to believe it does since these are vulnerable patients  complications the largest number of deaths occurred at hpital maisonneuverosemont where people died from covid outbreaks,lisa_iannattone,2021-12-28,3:49:24,0,negative,0.945652723,negative,0.8581689,fear,0.991038442,negative,0.994039774,negative,0.406041086
267,watching people that advocated fiercely against letting the virus rip among kids switch teams once their own kids got vaccinated and suggest now that the parents of  year olds rein in our anxiety over a mild virus is a whole mood,lisa_iannattone,2021-12-28,15:11:23,1,negative,0.915580571,negative,0.630955875,joy,0.567126334,negative,0.519994378,negative,0.377111137
268,perioperative covid is associated with worse postop outcomes so its not necessarily business as usual  a positive test its more patients with postop complications and covid outbreaks in hospitals affect vulnerable patients also leading to complications and many deaths,lisa_iannattone,2021-12-28,17:25:23,1,negative,0.967753887,negative,0.8889274,fear,0.951140761,negative,0.999402642,negative,0.455030233
269,its interesting that ppl like me are called doomers if im hopeful that with time well have the tools to move forward without mass deathdisability or healthcare collapse whereas ppl like balloux think we should throw in the towel bc were doomed anyway whos the real doomer,lisa_iannattone,2021-12-28,20:45:36,0,neutral,0.639907658,neutral,0.510551631,joy,0.527369499,negative,0.981945217,negative,0.41393587
270,over the holidays using leftovers to cook something new and relatively easy such as chicken fried rice is a great way to take off stress from meal planning,mch_childrens,2021-12-29,18:40:41,0,positive,0.890412092,positive,0.97382915,joy,0.956940234,positive,0.99890697,positive,0.349868119
271,treated an older man last wk who fell at home hitting his head found to have a temp of  ctsubdural died a few hrs later turned out to be covid  was this incidental or more likely did the illness facilitate his fall cause of death on death certificate was the subdural,postgradw,2022-01-01,22:31:35,0,negative,0.61295712,negative,0.674589634,fear,0.430883557,negative,0.548904181,negative,0.485645384
272,super sad to call this evening only to find out they are closed for good emotional message from neil and family after years of awesome food and amazing service to the community,arcandandrew,2022-01-01,23:28:14,0,negative,0.644265354,negative,0.383252621,joy,0.997090816,positive,0.829418063,negative,0.404124886
273,this is just horrific but sadly not unusual as you mention a direct consequence of short staffing thanks to greed amp austerity we have allowed so much preventable suffering to occur in our ltc facilities,AmitAryaMD,2022-01-01,23:56:13,0,negative,0.979647636,negative,0.97578764,sadness,0.909656465,negative,0.999866128,negative,0.478953421
274,so true  call their number  wait for message  super sad  need to find a way to celebrate neil and family,arcandandrew,2022-01-02,0:24:18,0,neutral,0.736565351,neutral,0.441417873,joy,0.99693954,negative,0.977944553,negative,0.405150473
275,first they said that it was mild then they said testing wouldnt be needed then they said hospitalizations would be incidental and when the preventable suffering amp deaths increase theyll say who would have predicted thisthis isnt public healthits atrocious,AmitAryaMD,2022-01-02,14:39:43,0,negative,0.981452167,negative,0.869679391,joy,0.993530333,negative,0.999950647,negative,0.39966774
276,one in three people has an anxiety disorder including phobias social anxiety panic disorder and agoraphobia our addresses what quality care looks like,OntarioHealthOH,2022-01-04,14:25:02,0,negative,0.807905018,negative,0.871293366,sadness,0.507322967,negative,0.501006246,negative,0.399239451
277,first they say omicron is mildthen cases dont matter hospitalized with covid not for covid we have enough icu bedsand once the death toll rises they had comorbidities they were going to die anywaysthis is how they make death by ableism acceptable,AmitAryaMD,2022-01-05,16:24:07,1,negative,0.967976034,negative,0.74370563,joy,0.937271833,negative,0.984191656,negative,0.370536
278,in  victory anighoro had a rare spinal stroke that landed him in s mcmaster childrens hospital for months at the age of  he lost his ability to move his body for a while with certain movements coming back within weeks or months,mch_childrens,2022-01-05,18:25:00,0,neutral,0.528429925,negative,0.738088906,sadness,0.938566387,negative,0.996050298,negative,0.488419205
279,yesterday noso  hospit noso  icuand x number of deaths not on twitter ,sebpoule,2022-01-06,13:16:44,0,negative,0.957182288,neutral,0.51086551,fear,0.716053367,negative,0.999740183,negative,0.34883672
280,its so sad it shouldnt be this way,AmitAryaMD,2022-01-06,23:55:44,0,negative,0.976677954,negative,0.973443687,sadness,0.998400152,negative,0.993576586,negative,0.468777895
281,absolutely family caregivers are essential partners in care but everyone doesnt have an essential caregiver i agree incredibly sad and tragic,AmitAryaMD,2022-01-07,0:06:12,0,negative,0.927458704,negative,0.862826407,joy,0.664433002,negative,0.971335173,negative,0.35349828
282,its early days for the daily death curve but its already not looking great our current daily deaths are the highest theyve been in nearly a year via,lisa_iannattone,2022-01-07,5:30:35,0,negative,0.959897637,negative,0.961101353,joy,0.99737215,negative,0.997117639,negative,0.455108762
283,for icu ive been told that the true number is at least  patients also hospital acquired covid is not inconsequential one montreal hospital had deaths from hospitalacquired covid in the first waves,lisa_iannattone,2022-01-07,5:30:35,0,negative,0.521097898,neutral,0.710215867,joy,0.671365201,negative,0.998754978,negative,0.414379895
284,i often see people say that the solution is to inject more money into healthcare and increase capacity the healthcare system isnt beds and material its a skilled workforce you cant just throw money at the problem when the problem is massive burnout from repeat surges,lisa_iannattone,2022-01-08,16:36:52,0,negative,0.638572097,negative,0.543391585,joy,0.995223105,negative,0.971703649,negative,0.425399691
285,this is devastating seems it was a skate blade to the neck these types of injuries occur but are so rare amp is the st im aware of resulting in a death new canaan police identify high school hockey player who died after onice collision,postgradw,2022-01-08,19:26:36,0,negative,0.955085099,negative,0.883425832,sadness,0.567815542,negative,0.964822292,negative,0.458690286
286,ya its sad but hospital capacity issues are the only thing standing in the way of governments being able to just let it rip despite  year olds not being vaccinated yet and most  year olds only having dose,lisa_iannattone,2022-01-09,3:45:30,0,negative,0.95984447,negative,0.852897644,joy,0.493736684,negative,0.999715507,negative,0.420093
287,rt  we cannot wait for every condition to be met when the cost of keeping kids out of school has already inflicted grave harmso many children and adolescents are suffering from depression trauma and stress,allan_k_grillMD,2022-01-10,2:14:52,1,negative,0.96785897,negative,0.958785415,sadness,0.989908576,negative,0.97739774,negative,0.350475371
288,a  with a patient conversation guide for depression is available it includes suggestions on what to discuss with your health care providers to help you receive highquality care,OntarioHealthOH,2022-01-10,16:01:42,0,neutral,0.571923852,neutral,0.597010434,joy,0.905749679,negative,0.908290207,negative,0.466296613
289,praticopratique qui lve le flag pour donner infusion  ex le patient haut risque pour x y ou z raisons qui a un test positif en externe sans avoir vu de md sadresse qui ,sebpoule,2022-01-10,22:19:45,0,neutral,0.9762972,neutral,0.827238202,joy,0.457229078,positive,0.941945314,negative,0.365746766
290,if you practiced emergency medicine like i do you would know we always look for reasons people fall fevers of  f make old guys fall he had the fever from undiagnosed covid covid was not listed as his cause of death but saying it didnt contribute is disingenuous,postgradw,2022-01-11,0:24:58,0,negative,0.811295986,negative,0.647137165,joy,0.988057613,negative,0.999602377,negative,0.406685323
291,what obfuscation i told you i put cause of death as the subdural the covid wont even appear as a hospitalization as he died in the ed,postgradw,2022-01-11,1:02:14,0,negative,0.88449508,negative,0.6701262,sadness,0.986235678,negative,0.999856234,negative,0.386858106
292,she helped contain ebola in west africa cholera in haiti she held the who to account she was one of times most influential people the crusader for global health it would be a privilege to have her lead the response in quebec,lisa_iannattone,2022-01-11,13:57:38,0,positive,0.850654244,positive,0.813857317,joy,0.981794,positive,0.972995102,positive,0.400356829
293,limited resources on emergency and critical care we know this causes incredible anxiety and stress for our patients and families and for that we are very sorry we hope these measures wont be necessary for long and well continue to update our patients and community ,HamHealthSci,2022-01-11,22:13:57,1,negative,0.921485722,negative,0.813063622,sadness,0.998350263,negative,0.991212785,negative,0.338551313
294,kufa e eshq mai mere beychaargi apnay balun say chehra chupaye huwe haath bandhe huway sar jhukaye huweparveen shakir describing the condition of hazrat zainub as after being disadvantaged of her veil,zikrejaana,2022-01-12,15:34:31,0,neutral,0.970099092,neutral,0.741865754,sadness,0.984525621,negative,0.95467639,negative,0.478158474
295,in quebec weve almost matched our second wave peak of daily deaths,lisa_iannattone,2022-01-15,4:34:35,0,negative,0.94207257,neutral,0.589315593,joy,0.854385734,negative,0.931657851,negative,0.49730283
296,deaths in quebec today everything is fine the real problem is that were isolating too many people with covid by any objective measure hospitalizations for covid icu deaths this wave is equalworse than the nd wave enter the coordinated campaign to downplay it,lisa_iannattone,2022-01-15,17:19:00,0,negative,0.957899868,negative,0.685342193,joy,0.966327429,negative,0.996636391,negative,0.403829873
297,that said i think its clear that a job like dsp is incredibly challenging and stressful and is a job most of us wouldnt want myself included having every statement and decision you make scrutinized by millions of people is no picnic so everyone deserves a little grace ,lisa_iannattone,2022-01-15,20:48:39,1,negative,0.700080216,negative,0.600047052,joy,0.996464729,negative,0.965777278,negative,0.337704867
298,jai hte aussi car cest zro stressant et pas de la rocket science juste du fun et un special guest appearance,sebpoule,2022-01-15,23:05:26,0,positive,0.799930513,neutral,0.718310952,joy,0.978990257,positive,0.990310907,negative,0.375000268
299,essential thread on quebecs already horrific omicron death toll,lisa_iannattone,2022-01-16,3:52:35,0,negative,0.970360935,negative,0.826436877,sadness,0.965085506,negative,0.830205083,negative,0.462379456
300, and most importantly our healthcare system wasnt as close to total collapse as it is right now deaths are surging people are already dying unnecessarily because of unsafe nurse to patient ratios we have no margin of errorreckless,lisa_iannattone,2022-01-16,16:28:28,0,negative,0.980970919,negative,0.940077543,sadness,0.988472402,negative,0.997044265,negative,0.423100829
301,the government has decided to sacrifice a portion of our boomers and elderly theyre considered acceptable losses in the balance do your best to keep your older loved ones safe as im sure most people dont think their  year old family members are acceptable losses,lisa_iannattone,2022-01-16,16:41:56,0,negative,0.881091952,negative,0.702522933,joy,0.997724831,negative,0.995152712,negative,0.427871585
302,its so sad,lisa_iannattone,2022-01-16,16:45:47,0,negative,0.965604603,negative,0.888985038,sadness,0.997868419,negative,0.998389363,negative,0.48668766
303,when your omicron death curve looks like this and all your premier has to say for himself is but look at ontarios icu numbersdear  quebecers are dying at an alarming rate do something,lisa_iannattone,2022-01-16,20:06:09,0,negative,0.973810852,negative,0.88897115,sadness,0.995855391,negative,0.984109223,negative,0.557749331
304,you really think this case curve led to this death curve,lisa_iannattone,2022-01-17,0:09:59,0,negative,0.86062777,negative,0.574225426,anger,0.888034582,negative,0.999945998,negative,0.368205577
305,today is  the saddest day of the year its an extra tough time for healthcare workersso many hospital workers are running on fumes lets show them the same love we did in wave one  visit to send an ecard and message,HamHealthSci,2022-01-17,13:11:25,1,negative,0.924515724,negative,0.733020782,anger,0.99011898,negative,0.930580258,negative,0.49574551
306,its  the saddest day of the year we all thought this would be over by now its so hard our healthcare workers need every ounce of support you can give them visit to send an ecard and message,mch_childrens,2022-01-17,13:17:30,1,negative,0.976164043,negative,0.860225201,joy,0.818765521,negative,0.999775708,negative,0.432405055
307,i would love for your  infection fatality rate estimate lower than influenza to be true but it doesnt add up where i live this waves death toll has already surpassed our average annual influenza death toll our current death curve is comparable to the first waves,lisa_iannattone,2022-01-17,22:14:28,0,negative,0.685418129,negative,0.750107825,sadness,0.727253795,negative,0.980695665,negative,0.393905312
308,by most metrics case numbers deaths hospital capacity health care worker absences everything is worse nothing makes sense again,lisa_iannattone,2022-01-18,5:09:29,0,negative,0.983816206,negative,0.946193159,joy,0.778403223,negative,0.99973613,negative,0.537344038
309,statistically we see a rise in heart attacks and heartrelated deaths after significant snowfalls dr craig ainsworth shares advice with residents who are digging themselves out after this weeks heavy snowfall,HamHealthSci,2022-01-18,21:24:09,0,negative,0.942654192,negative,0.802896559,sadness,0.430532157,positive,0.954707623,negative,0.6584813
310,we are not out of the woods slow and steady certainly positive directions but should not move quickly  the health system is stressed and people have filled up hospitals stopping care for other care needs,JohnsonNeilG,2022-01-18,21:44:37,1,negative,0.575525761,negative,0.691437244,anger,0.592559576,negative,0.956262827,negative,0.496290386
311,im seeing ltc residents who are suffering due to social isolation some are eating less amp losing weight many feel withdrawn amp depressed a few are even asking for maidwe shouldve done all we could to prevent ltc outbreaks in the first placethis is all so cruel,AmitAryaMD,2022-01-18,23:47:51,0,negative,0.980450153,negative,0.944964528,sadness,0.998134971,negative,0.999992013,negative,0.424278527
312,hey canadaupdate on quebecs mild omicron problem weve now matched our second wave daily death peak and still climbinghealthcare has collapsed but no worries we started to implement a very mild triage protocol today everything is fine thank goodness omicron is so mild,lisa_iannattone,2022-01-19,0:57:09,1,neutral,0.636289239,positive,0.853959918,joy,0.724398792,positive,0.694072425,negative,0.391181707
313,and there it is our new dsp is trying to pretend our horrific death curve is people dying with covid what was the point of dr arruda resigning exactly is the saving grace of this article worth reading his comments letting omicron infect everyone is a bad idea,lisa_iannattone,2022-01-19,2:51:21,0,negative,0.862913549,negative,0.926883578,sadness,0.99713093,negative,0.998164713,negative,0.379363209
314,for the people keeping track of our new dsps first week on the jobismantled contact tracingdenied ns for teachersrolled out a hospital triage protocol as part of our live with covid plandownplayed our death toll to the media as died with covid,lisa_iannattone,2022-01-19,2:56:26,1,negative,0.72636205,neutral,0.557784796,sadness,0.598962665,negative,0.997392297,neutral,0.437634259
315,this is the real reason quebecs death curve is horrific because we left the elderly in the community as sitting ducks over the holidays while europe was rolling out rd doses with extreme urgency we were closing vaccination centers because we had the magic delayed interval,lisa_iannattone,2022-01-19,3:02:20,1,negative,0.971360922,negative,0.96141541,sadness,0.92700702,negative,0.999910831,negative,0.431628704
316,oh i missed this we keep hearing how healthcare workers out with covid is the big problem except  of the hcws are on leave for other reasons what are the reasons burnout long covid moral injury seems like an important question,lisa_iannattone,2022-01-19,3:47:51,0,negative,0.893240094,negative,0.621001959,sadness,0.601238966,negative,0.994391978,negative,0.519236326
317,i cant believe anyone actually believes more virus is the answer to anything and will they release public stats on deaths from hospital acquired covid nope,lisa_iannattone,2022-01-19,15:13:19,0,negative,0.962643564,negative,0.941441357,joy,0.870127916,negative,0.958999336,negative,0.42392835
318,almost everyone is vaccinated in quebec which means the majority of the severe outcomes hospitalizations icu deaths are in vaccinated people so no that context doesnt excuse this messaging at all,lisa_iannattone,2022-01-19,15:23:23,1,neutral,0.608969092,neutral,0.556411564,fear,0.448280275,negative,0.999904871,negative,0.391544729
319,maybe dr arruda actually resigned because he didnt want his name to forever be associated with this death spiral another deaths today and downgrading of our minimum standard of care with zero talk of strategies to slowstop transmission we have dark weeks ahead of us,lisa_iannattone,2022-01-19,16:55:09,0,negative,0.972271979,negative,0.865099192,sadness,0.981980085,negative,0.999953389,negative,0.46791631
320,very sad to read this i knew mark because we would arrive to work am at the same time and would wait for the elevators together for years wed chat each and every morning and he was delightful kind and had an air of sunshine to him always,DrLoriBrotto,2022-01-19,17:29:46,1,positive,0.961001694,positive,0.591846764,joy,0.995864868,positive,0.813259423,negative,0.356978625
321,olivier with all due respect minimizing a death curve that looks like this is not the hill to die on,lisa_iannattone,2022-01-19,20:26:25,0,neutral,0.744660258,negative,0.649573028,sadness,0.742165387,negative,0.633798182,negative,0.405069619
322,families a day are grieving preventable deaths the stats are humans that number is increasing every day this doesnt even count the collateral deaths from delayed care because of the healthcare crisis that was caused by the reckless management of the pandemic in quebec,lisa_iannattone,2022-01-19,20:29:36,1,negative,0.980588496,negative,0.949088275,anger,0.954409003,negative,0.997189105,negative,0.453653336
323,yes regardless of how theyre counted deaths in quebec are accelerating faster than elsewhere this is what the collapse of healthcare looks like our solution we lowered the minimum standard of care and dismantled ipac protocols in hospitals expect it to get worse,lisa_iannattone,2022-01-19,20:40:06,1,negative,0.982101381,negative,0.933818996,sadness,0.984670401,negative,0.998161376,negative,0.410100847
324,they predicted the end of the pandemic during january s death surge too,lisa_iannattone,2022-01-20,2:44:14,0,negative,0.661573231,neutral,0.58880794,joy,0.478959501,negative,0.944993198,negative,0.41026637
325,i agree it is very sad and heartbreaking,AmitAryaMD,2022-01-20,17:19:42,0,negative,0.967910826,negative,0.935809433,joy,0.610830069,positive,0.923309028,negative,0.517630696
326,who is pressuring our government to release the few public health measures we have in place while were triaging healthcare are struggling to provide the minimum standard of care to everyone and our preventable daily deaths are reaching levelswe want names,lisa_iannattone,2022-01-20,20:25:49,1,negative,0.9617787,negative,0.884575129,sadness,0.963673115,negative,0.701110303,negative,0.37517482
327,our team has now seen many frail elders who werent boosted amp then died in hospital from covidsome didnt realize the urgency of the booster others were homebound amp couldnt get accesssadly frail elders are again bearing the brunt of our failed approach to the pandemic,AmitAryaMD,2022-01-20,21:03:16,0,negative,0.979654491,negative,0.951704741,sadness,0.997766018,negative,0.998405635,negative,0.439445317
328,this is such sad news and my heart goes to you and the entire global meditation community thich nhat hanh was my introduction to mindfulness his book the miracle of mindfulness is profound i will hold a memory of hearing him speak in vancouver very close to my,DrLoriBrotto,2022-01-21,20:44:40,1,neutral,0.631725013,neutral,0.459592432,joy,0.995596111,positive,0.994379342,negative,0.403937846
329,are we all going to get omicron no this spreadsheet keeps track of expected deathshospicu admissions if  of canadians were to catch omicron if we were really all going to get it another canadians would die in this wave mass infection is not an option,lisa_iannattone,2022-01-22,3:50:14,0,negative,0.85670495,negative,0.850259185,sadness,0.658853769,negative,0.99999392,negative,0.385852844
330,that might work for ford but no such luck for legault quebec does post mortem covid testing and counts the home deaths in our death toll,lisa_iannattone,2022-01-22,6:12:35,0,negative,0.793250501,neutral,0.517828822,fear,0.676764131,negative,0.990116775,negative,0.379965395
331,cases in sa peak at a similar level as previous waves and since we actually caught a break and omicron turned out to be less severe than delta hospitalizations peaked at a lower level than the delta and beta waves less deaths too notice though that hosp still matched st wave,lisa_iannattone,2022-01-23,4:01:00,1,neutral,0.717048287,neutral,0.675821424,sadness,0.720973253,positive,0.991481185,negative,0.363496214
332,and now people seem confused as to why we have so many hospitalizations and deathsour population is olderis sa data incompleteits simpler than that i think were seeing more hospitalizationsdeaths bc we had a ton more cases because the government just let it rip,lisa_iannattone,2022-01-23,4:01:04,0,negative,0.977212965,negative,0.832262874,fear,0.994675398,negative,0.999050081,negative,0.498196393
333,which means that this outcome like every wave before it was predictable and preventablecases  hospitalizations  deaths nothing has changedvia ,lisa_iannattone,2022-01-23,4:01:06,0,negative,0.92465055,negative,0.717484295,joy,0.958132923,negative,0.963462412,negative,0.502652347
334,because of the omnipresent talking points above many people really believed it was okay to let cases soar and that we wouldnt see high hospitalizations and deaths this is what manufactured consent looks like,lisa_iannattone,2022-01-23,4:01:06,0,negative,0.936427653,negative,0.523589969,joy,0.9972561,negative,0.897888541,negative,0.428627133
335,i dont believe in karmaexcept for aaron rodgers amp the packers seasonending loss of yesterday,sebpoule,2022-01-23,14:12:44,0,negative,0.878154457,negative,0.604667723,anger,0.411226839,negative,0.999215126,negative,0.41037026
336,if instead of only looking at the average age of our covid victims we looked at it in terms of average years of life lost the magnitude of the tragedy might be cleareran estimation from england a few months back showed years of life per victim were lost on average,lisa_iannattone,2022-01-23,17:37:44,0,negative,0.522502124,negative,0.720798016,sadness,0.998543143,negative,0.999457896,negative,0.374848276
337,sorry for your loss,tzippymfa,2022-01-23,20:03:18,0,negative,0.820639908,negative,0.742634714,sadness,0.99638474,negative,0.508185863,negative,0.536972702
338,a list of just some of the essential duties performed by staff in ltchoweringmobilizingfeedinghydrationtoiletingadministering medsdressing changesemotional supportclose to staff are off sick with omicron right now sowhos caring for the residents,AmitAryaMD,2022-01-24,18:28:55,0,neutral,0.915939867,neutral,0.69777,love,0.591259062,positive,0.85306865,negative,0.424726337
339,if youre alive youre afraid if youre not afraid then youre not paying attention the only thing we have to fear is having no fear itself having no feeling on behalf of whom and what weve lost whom and what we loveamanda gorman poet,tzippymfa,2022-01-24,18:30:23,1,neutral,0.817578077,neutral,0.56352222,sadness,0.9973194,negative,0.954663932,neutral,0.418377787
340,when we say were  the sad reality is that in our highly interconnected world well only be done if our governments work to vaccinate poor nationsuntil we achieve global vaccine equity there will be new variants well only be done when the world is done,AmitAryaMD,2022-01-25,14:49:53,0,neutral,0.525237679,neutral,0.498388022,joy,0.961444914,negative,0.926021636,negative,0.585060358
341,internetbased cognitive behavioural therapy icbt is a practical shortterm program delivered online that helps people address symptoms of anxiety andor depression,OntarioHealthOH,2022-01-26,13:47:09,0,neutral,0.652457893,neutral,0.656317174,joy,0.702041626,positive,0.976093471,negative,0.350300372
342,while responding to  we need to support the carers if you are a health care worker impacted by stress support is available to help you cope,OntarioHealthOH,2022-01-26,13:47:36,1,positive,0.615267336,neutral,0.594537258,sadness,0.810776711,positive,0.782346666,negative,0.349185944
343,deaths accelerate when the healthcare system is overwhelmed,lisa_iannattone,2022-01-26,14:39:26,0,negative,0.967523754,negative,0.947566926,fear,0.978250325,negative,0.987122655,negative,0.661936402
344,over the last day residents died in ontarios ltc facilitiesthats the highest death toll in a year in ltcplease take a moment today to think about how much misery the ontario governments inaction is causing in ltc,AmitAryaMD,2022-01-26,18:00:58,0,negative,0.983373404,negative,0.942132235,sadness,0.997161388,negative,0.998392165,negative,0.441267461
345,today is  lets take action to help all women who reportedly feel more anxious depressed or ill due to the pandemicsign for run for women markham on may to support womens mental health services at msh save  until jan with the promo code takeaction,OakValleyHealth,2022-01-26,18:41:21,1,neutral,0.760251522,neutral,0.655543447,fear,0.994980872,negative,0.87184602,negative,0.435278088
346,so now that the west seems to have made a seemingly coordinated decision to just let everyone catch omicron whats plan b if letting it rip doesnt actually end the emergency phase or prevent another hospitalparalyzinghighdeathtoll wave,lisa_iannattone,2022-01-26,21:13:57,1,negative,0.595621705,neutral,0.550385356,joy,0.960383058,negative,0.971942246,negative,0.491594434
347,hes an academic psychologist with expertise in addiction research but then he promotes an allcarnivore diet with his daughter to heal his autoimmune induced depression and ends up addicted to benzodiazepines,wlharper1,2022-01-27,1:41:05,1,neutral,0.959351957,negative,0.83379364,sadness,0.561988711,positive,0.966147006,negative,0.401523083
348,western media insisted they would not be able to manage delta once they abandoned covid zero and they did theyll manage omicron fine too eventually well have to accept that there are sustainable examples of how to move forward without mass death disability and instability,lisa_iannattone,2022-01-27,14:27:51,1,neutral,0.69241184,neutral,0.61026293,joy,0.994157434,negative,0.997062385,negative,0.421324968
349,left  i still go with opisthorchiasisright  too small for tricho ankylostomiasis ,sebpoule,2022-01-28,0:57:19,0,neutral,0.89417088,neutral,0.516712189,fear,0.527587295,negative,0.999489427,negative,0.448639542
350,ancylostomiasis pour bien parler en anglais,sebpoule,2022-01-28,1:00:05,0,neutral,0.92443198,neutral,0.733374894,joy,0.418432057,positive,0.981358588,negative,0.462290764
351,living with covid a since covid isnt going away thanks to a series of poor choices over the last years its time to brainstorm what a real exit strategy might look like because living with covid means accepting more deaths doesnt work for me we can do better,lisa_iannattone,2022-01-28,3:22:54,0,negative,0.964718997,negative,0.734356821,sadness,0.553566754,negative,0.999902964,negative,0.449861616
352,we need to do the opposite of ignore it we need to restructure society around this unfortunate turn of events so that we can keep circulation low and prevent surges that sink our healthcare system leading to either restrictions or mass death often both,lisa_iannattone,2022-01-28,3:22:55,1,negative,0.85687232,negative,0.757378995,sadness,0.998627424,negative,0.998103499,negative,0.418685347
353,no beer at a hockey game listen at least you can still go right and  weeks of lost food sales is nothing compared to losing ticket sales and also food sales for weeks on end,lisa_iannattone,2022-01-28,3:22:57,0,negative,0.942866743,negative,0.50844276,sadness,0.998690546,negative,0.999927998,negative,0.426127017
