,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
181,181,181,181,this week marks the beginning of national drowning prevention week the majority of drowning deaths in bc happen during the summer read our tips to stay safe,DoctorsOfBC,2020-07-20,18:25:14,neutral,0.8258313536643982,neutral,0.6642483472824097,joy,0.9954243302345276,positive,0.8497551083564758,negative,0.3996872901916504,neutral
182,182,182,182,while british columbians made sacrifices to bend the curve anxiety depression and addiction were quietly ramping up behind closed doors says ,DoctorsOfBC,2020-07-20,22:10:14,neutral,0.9707388877868652,negative,0.5826644897460938,sadness,0.60755455493927,negative,0.971356213092804,negative,0.6093824505805969,negative
183,183,183,183,if you are part of a team performing covid tests on children check out the video created by  show it to your young patients to help them understand the process and reduce anxiety,DoctorsOfBC,2020-07-21,17:15:34,neutral,0.8014823198318481,neutral,0.6245480179786682,joy,0.7532453536987305,positive,0.9943808913230896,positive,0.360412061214447,neutral
184,184,184,184,huge discrepancy between reported number of fatalities  excess deaths gtk in  people dying from non conditions because health systems have been orientated to,clairehsnyman,2020-07-23,19:35:58,negative,0.9089927673339844,negative,0.7242035269737244,joy,0.56547611951828,negative,0.99741530418396,negative,0.6305427551269531,negative
185,185,185,185,the thule as noted appears a bit bulky for the m we went with the inno racks wedge and colourmatched it with a nice cosmetic outcome paired it with the stock roof rack be prepared for a  loss of energy efficiency on long trips at highway speed,awruddiman,2020-07-23,21:19:41,neutral,0.9000937938690186,neutral,0.5459043383598328,joy,0.8526999354362488,positive,0.9589043855667114,neutral,0.3630600869655609,neutral
186,186,186,186,as a radiologist  of these would be the death of me,kselandMD,2020-07-24,02:04:09,negative,0.9045076370239258,negative,0.8734029531478882,sadness,0.9792107939720154,negative,0.9986581802368164,neutral,0.3957443535327911,negative
187,187,187,187,argh this week we were sadly reminded of how misogyny and racism are not only present in academia but valued enough to be published,DrMCGregoire,2020-07-25,16:32:00,negative,0.9756082892417908,negative,0.8965116739273071,sadness,0.7036483287811279,negative,0.9193053245544434,negative,0.5041171312332153,negative
188,188,188,188,lol im sad leicester didnt make champs league thats all,indysahota,2020-07-27,17:58:43,negative,0.950434386730194,negative,0.7694533467292786,joy,0.8858107924461365,negative,0.9958541393280028,negative,0.4054567813873291,negative
189,189,189,189,i am surprised and saddened by that instruction i think its terrible,snewbery1,2020-07-30,02:25:54,negative,0.9798426032066344,negative,0.9620018601417542,surprise,0.9755919575691224,negative,0.999908685684204,negative,0.3985338509082794,negative
190,190,190,190,jayne just so very sorry for your loss thank you and really appreciate all you do to destigmatize mental health treatment in physician training and practice,AnizKhalfan,2020-08-01,00:02:18,neutral,0.6519185304641724,positive,0.6636934876441956,joy,0.7719696164131165,negative,0.7315208911895752,positive,0.3895464241504669,positive
191,191,191,191,sad news coming from beirut i hope everyone at the is ok,DrMCGregoire,2020-08-04,16:46:35,negative,0.6776155233383179,neutral,0.5089223384857178,joy,0.9711700081825256,negative,0.6286161541938782,negative,0.5181219577789307,negative
192,192,192,192,im a seasoned sailor windsurfer and kiteboarder and get to spend lots of time on the water in bc it both amazes and saddens me as to how many people active on and in the water are flippant with regards to personal water safety pfds save lives,awruddiman,2020-08-04,19:18:16,neutral,0.6637597680091858,negative,0.6174952387809753,joy,0.8970432877540588,positive,0.9993025064468384,negative,0.3751779496669769,negative
193,193,193,193,a very sad tragedy that reminds us of the halifax explosion almost years ago my heart goes to the people of beirut tonight,DrMCGregoire,2020-08-05,05:35:23,negative,0.9776989221572876,negative,0.945785641670227,anger,0.8750672936439514,positive,0.9608932733535768,negative,0.4385455548763275,negative
194,194,194,194,a new report shows people were admitted to hospital or died because of selfharm in  experts fear numbers will climb due to stress brought on by the pandemic it can be tough to talk about mental health but your doctor can help,DoctorsOfBC,2020-08-06,21:15:10,negative,0.8825554251670837,negative,0.8084020018577576,sadness,0.950737714767456,negative,0.9996588230133056,negative,0.4873075187206268,negative
195,195,195,195,how has the pandemic affected our mental health isolation stressors supports access to carelearn more with this medtalks event hosted by,BCFamilyDoctors,2020-08-07,00:25:40,neutral,0.9256121516227722,neutral,0.8096345067024231,joy,0.4022275805473327,positive,0.9691672921180724,positive,0.420948714017868,neutral
196,196,196,196,love your journalism  an honest and credible ambassador for our region,awruddiman,2020-08-07,05:32:39,positive,0.9916462302207948,positive,0.928588569164276,joy,0.998412013053894,positive,0.9680984616279602,neutral,0.4248908758163452,positive
197,197,197,197,not that needs any more sad news canadas last fully intact arctic ice shelf collapses,DrMCGregoire,2020-08-08,04:43:07,negative,0.9755359292030334,negative,0.7983235120773315,sadness,0.5115581154823303,negative,0.9162716269493104,negative,0.4456020891666412,negative
198,198,198,198,such a sad week for india and all in the middle of a pandemic take care,DrMCGregoire,2020-08-09,04:29:07,negative,0.974406361579895,negative,0.9418697953224182,sadness,0.9498956203460692,positive,0.6920173168182373,negative,0.4827601313591003,negative
199,199,199,199,sickening news feel so sad for his family and his staff amp patients cannot understand how anyone could have this much hatred and violence against another person,DrNGrewal,2020-08-10,22:53:02,negative,0.9822328090667723,negative,0.9767226576805116,sadness,0.9989787340164183,negative,0.9960641264915466,negative,0.4829786121845245,negative
200,200,200,200,we are deeply saddened by the events in red deer today our condolences to the family colleagues and patients of the family doctor who was killed,BCFamilyDoctors,2020-08-11,02:20:30,neutral,0.6560863256454468,negative,0.8430922627449036,sadness,0.9963061809539796,positive,0.983412265777588,negative,0.4210476875305176,negative
201,201,201,201,changed us all follows families for one day during the pandemic sweet funny sad a good reminder of what it is to be humanmade by  this was one of the coolest projects ive been a part of,DocSchmadia,2020-08-17,13:02:53,positive,0.9816299676895142,positive,0.9362274408340454,joy,0.9981324076652528,positive,0.9997747540473938,positive,0.4235390722751617,positive
202,202,202,202,i struggle what do i say im sorry this is so sad the pain will easeive been doing palliative care as a family doctor for yearsim here for you i say and she weeps as do ithis is where the science of medicine gives way to the heart of medicine so i listen,DocSchmadia,2020-08-17,14:43:50,neutral,0.5271996259689331,neutral,0.5324575901031494,sadness,0.997783362865448,positive,0.5349382758140564,negative,0.3772664964199066,neutral
203,203,203,203,as a family doctor you give a piece of yourself to each patient i remember all the patients who left their mark on my life and though i get sad or worry im also gratefulim so glad i met you my patient says to meas am ithis is the science and heart of medicine,DocSchmadia,2020-08-17,14:43:51,positive,0.974282205104828,positive,0.940318524837494,joy,0.9863640666007996,positive,0.9906131029129028,positive,0.4005300402641296,positive
204,204,204,204,so he went to hospital heart failure kidney failure survived went to rehab i booked a housecall to see him when he got homelast week i got his death noticei sat at my desk after a long day of work a long week of work and wepti didnt get to say goodbye,DocSchmadia,2020-08-17,14:43:51,negative,0.7468715310096741,negative,0.6887047290802002,sadness,0.9758346080780028,negative,0.9998918771743774,negative,0.4146607220172882,negative
205,205,205,205,secondly remember that some patients will do anything to take back some power when they feel threatened this is about them not youalso remember their opinion is a consequence of their upbringing and culture of origin and sometimes that just makes me sad for them,BirthControlDoc,2020-08-19,00:39:58,negative,0.9067564606666564,negative,0.8917291760444641,fear,0.9970048069953918,negative,0.933817744255066,negative,0.394881010055542,negative
206,206,206,206,this is my understanding however i can also tell you the hhs sadv team is amazing and care for people across the city wherever they present,BirthControlDoc,2020-08-21,13:28:26,positive,0.9832289814949036,positive,0.9740465879440308,surprise,0.8901251554489136,positive,0.9612947702407836,positive,0.4843446910381317,positive
207,207,207,207,lol i am sad that this needs to be said i support the search for effective treatments but they all have to jump through the same hoops before they get the miracle label,parsnipper,2020-08-21,18:17:19,negative,0.7825654149055481,negative,0.6044713854789734,joy,0.9983842372894288,negative,0.5781071186065674,negative,0.4016225337982178,negative
208,208,208,208,sad you have to uproot your life thrilled to have you in bc,kselandMD,2020-08-21,22:33:59,negative,0.8018414378166199,negative,0.7475366592407227,joy,0.9986076951026917,positive,0.5777854919433594,positive,0.3519051671028137,negative
209,209,209,209,further historyintermittent vaginal bleeding x years no pelvic exam bleeding is common at your age she was told diagnosislocally advanced metastatic endometrial cancerdeath weeks laterlesson do the pelvic exam or find someone who will,snewbery1,2020-08-21,22:40:23,negative,0.7677888870239258,negative,0.5215563178062439,joy,0.6034817099571228,negative,0.9943212270736694,negative,0.410763531923294,negative
210,210,210,210,certainly a reassuring outcome for what could have been a rather sad affair amp a tragedy do you know whether or not the rescued sailor was wearing a pfd or lifejacket could be a meaningful message to the public if indeed he was or just how fortunate he was if not,awruddiman,2020-08-22,22:18:07,neutral,0.7898181676864624,neutral,0.58155357837677,joy,0.9987213015556335,positive,0.9967052340507508,positive,0.403533935546875,neutral
211,211,211,211,more than half of all overdose deaths occur when people use while alone the lifeguard app is a madeinbc tool that connects people to emergency medical care if they become unconscious learn more in this video,BCFamilyDoctors,2020-08-23,20:35:05,negative,0.8072179555892944,neutral,0.4818699061870575,fear,0.7366862297058105,positive,0.6984262466430664,negative,0.4527482688426971,negative
212,212,212,212, sadly it appears all covid regulations and public health recommendations totally fell apart immediately after announcing your new leader masks on amp off hugs amp embraces shared broadly all candidates unmasked amp no social distancing ouch,awruddiman,2020-08-24,05:54:26,negative,0.964682400226593,negative,0.8700472712516785,sadness,0.8394684791564941,negative,0.9913501739501952,negative,0.3944743275642395,negative
213,213,213,213,and to be transparent i recently ran for council and lost i chose not to run against the incumbent i did not realize the incumbent has been on council since gt years just wow,KimKellyMD,2020-08-25,02:33:55,negative,0.8171290755271912,negative,0.5244773030281067,joy,0.7708338499069214,negative,0.9272260069847108,negative,0.3777957558631897,negative
214,214,214,214,community management provides patientcentered care during an emotionally vulnerable time great way of using community care resources to allow patients to share decisionmaking,clairehsnyman,2020-08-28,14:40:23,positive,0.848971426486969,positive,0.8201213479042053,fear,0.9771255254745485,positive,0.9983711838722228,positive,0.4671285450458526,positive
215,215,215,215,im so sorry for your losskeep the memory of them alive speak their name,clairehsnyman,2020-08-28,23:33:44,neutral,0.7301065921783447,neutral,0.5117814540863037,joy,0.9374830722808838,positive,0.758154034614563,negative,0.3580776453018188,neutral
216,216,216,216,sadly the border closure seems to have been extended to the end of september they revisit it month by month,ShielaAppavoo,2020-08-30,10:50:12,negative,0.9021027088165284,negative,0.5090833306312561,sadness,0.8442295789718628,positive,0.7828461527824402,negative,0.4435338079929352,negative
217,217,217,217,primary endpt  regardless of diabetes status  hospn for hf  rrr reduced all cause mortality not not cv death may be diff patterns of death in ckd,ShelleyZieroth,2020-08-30,15:27:57,neutral,0.8180403113365173,neutral,0.7099091410636902,sadness,0.9550168514251708,positive,0.7203316688537598,negative,0.4781287014484405,neutral
218,218,218,218,add to this the need for hospital nursing staff in small settings to also have to manage visitor access ie deny access to visitors and there is a setup for job frustration and burnout we need to recognize the impact and protect health care staff,snewbery1,2020-08-30,16:21:30,negative,0.7365171909332275,negative,0.60453861951828,anger,0.7983213067054749,positive,0.7045495510101318,negative,0.5045332908630371,negative
219,219,219,219,departing the lake day done back to home studio  rereview lbcts  hf twitter ambassador team for all of the updates c u tomorrow,ShelleyZieroth,2020-08-30,18:59:53,neutral,0.8589372634887695,neutral,0.8538234829902649,joy,0.966970920562744,positive,0.9598821401596068,neutral,0.3471584022045135,neutral
220,220,220,220,declare timi  dm and mrfs gudelines the rates of mace were not stat diff however the comp of cv death or hhf was reduced hr   ci   the latter finding was driven primarily by a in hhf hr   ci ,ShelleyZieroth,2020-08-30,19:14:18,neutral,0.9405581951141356,neutral,0.796554446220398,anger,0.5915854573249817,negative,0.9995396137237548,negative,0.4201093912124634,negative
221,221,221,221,when i was in university i worked multiple jobs to pay for school that was two decades agoincome disparity the gap between haves amp havenots has only widened sinceso thisthis is not surprising and with  has become lifeordeath,DocSchmadia,2020-08-31,12:37:37,negative,0.9322552680969238,neutral,0.5806065797805786,surprise,0.9791445136070251,negative,0.8317426443099976,negative,0.5996820330619812,negative
222,222,222,222,to stand by your ethics and principles  even when you are inevitably called emotional irrational reactive hysterical shitdisturber trumpian etc etc,DocSchmadia,2020-09-01,02:39:43,negative,0.9336838722229004,negative,0.7530482411384583,sadness,0.6832783818244934,positive,0.8991977572441101,negative,0.4977654218673706,negative
223,223,223,223,im personally saddened and completely behind chief louie with these thoughts and sentiments this is both deep and dark total disrespect for all that is local indigenous amp connection to their past their people ancestors amp their cultural roots,awruddiman,2020-09-01,03:21:28,negative,0.9505314230918884,negative,0.9511448740959167,anger,0.7536855340003967,negative,0.990497887134552,negative,0.4484240114688873,negative
224,224,224,224,shows online access to medical records did not generate substantial anxiety concerns or increased phone calls opennotes showed only  patients were more worried after reading notes more studies to share for sure,clairehsnyman,2020-09-01,19:39:00,negative,0.807830810546875,neutral,0.4703212678432464,fear,0.9960184693336488,negative,0.9994820952415466,negative,0.3560785949230194,negative
225,225,225,225,the risk of death from medical abortion is per  the current incidence of dying from coronavirus in the us is per make no mistake republicans are times more dangerous than mifepristone,BirthControlDoc,2020-09-03,02:31:06,negative,0.9437158107757568,negative,0.9592289924621582,anger,0.9857666492462158,negative,0.9878861904144288,negative,0.408315360546112,negative
226,226,226,226,oh and up to maternal deaths may be prevented per abortionsyes these are all people whose lives mattered i do not say this lightly but by all accounts this would be consistent with a drug that is safer than all alternatives,BirthControlDoc,2020-09-03,02:37:34,neutral,0.7987657785415649,neutral,0.5918933153152466,joy,0.9461362957954408,negative,0.9960105419158936,negative,0.3925032913684845,negative
227,227,227,227,sadly it has come to that for some people,BirthControlDoc,2020-09-05,14:33:30,negative,0.968130886554718,negative,0.8121235966682434,sadness,0.9951136708259584,negative,0.9754669666290284,negative,0.5689186453819275,negative
228,228,228,228,sad to learn best wishes,KimKellyMD,2020-09-05,15:24:50,neutral,0.528244137763977,neutral,0.5216020345687866,sadness,0.9739720821380616,negative,0.9626758098602296,negative,0.5028530359268188,negative
229,229,229,229,doing some background reading amp research for a working group pulled out matters of life and death some key rereads for me todayexcellent go to book,clairehsnyman,2020-09-05,15:30:03,positive,0.867880642414093,positive,0.926522731781006,joy,0.657973051071167,positive,0.9884479641914368,positive,0.3779171407222748,positive
230,230,230,230,is legendary in for rural generalist experience and role models the cohort that has served the community and taught and mentored the next generation of may truly be irreplaceable rural health care delivery is fragile and this loss is huge,snewbery1,2020-09-05,18:54:57,neutral,0.5853561162948608,negative,0.587027907371521,sadness,0.6965473294258118,positive,0.9636366367340088,positive,0.3713219463825226,positive
231,231,231,231,and then add to this hits anesthesiologists hard too did not realize the numbers were this high physician suicides,AnizKhalfan,2020-09-07,03:59:45,negative,0.932930827140808,negative,0.8318575620651245,joy,0.6121348738670349,negative,0.9761672019958496,negative,0.4826089441776275,negative
232,232,232,232,sad it may have been an accident but this whole gender reveal thing drives me banana how about wishing for a healthy baby,DrMCGregoire,2020-09-07,17:22:42,negative,0.9412024617195128,negative,0.764778196811676,joy,0.996243953704834,negative,0.9444469213485718,negative,0.3996115028858185,negative
233,233,233,233,i am very sorry to hear this this is so awful i am truly sad this is one of the lessons we have to teach our children please know i am here and happy to amplify and support as needed,PEAKMD,2020-09-07,18:44:59,negative,0.7558612823486328,negative,0.4035253226757049,sadness,0.9967737793922424,negative,0.9767053723335266,negative,0.4011450111865997,negative
234,234,234,234,many canadians are sadly not connected to their electronic health information certainly not because there is shortage of such records a patient accessible electronic health record portal pulling data securely from these sources may address this,awruddiman,2020-09-09,17:22:09,negative,0.8701258301734924,negative,0.7468986511230469,joy,0.9846789240837096,positive,0.8851281404495239,positive,0.4190477132797241,negative
235,235,235,235,sadly yes book addresses individual awareness rather than systwmoc change,KimKellyMD,2020-09-10,00:29:22,negative,0.755795955657959,neutral,0.6203200817108154,sadness,0.6540562510490417,positive,0.6784060001373291,neutral,0.3712189197540283,neutral
236,236,236,236,lost our dads in the same year rich fully appreciate the many thoughts and emotions that you will have experienced today on the anniversary of your fathers passing,awruddiman,2020-09-10,05:46:02,neutral,0.7755172252655029,neutral,0.5137755274772644,sadness,0.9752683639526368,positive,0.9984022974967957,negative,0.4197125732898712,neutral
237,237,237,237,assuming each and every one of these persons  whose lives were tragically shortened amp lost to in the usa  were to be standing shoulder to shoulder with each other at the roadside you would walk a full miles km to pass by each and all of them,awruddiman,2020-09-10,06:05:53,neutral,0.7004985213279724,neutral,0.5129218101501465,sadness,0.9983413219451904,negative,0.6610187888145447,negative,0.5003126859664917,negative
238,238,238,238,and it just stokes anxiety for the rule followers like when people add the threat of the cpso on every consult requestbut i have no more capacity to atone for people who havent lifted a finger during the pandemic,BirthControlDoc,2020-09-13,15:24:06,negative,0.964337170124054,negative,0.9476467370986938,anger,0.5243837833404541,negative,0.9921073317527772,negative,0.3979629576206207,negative
239,239,239,239,i saw this so very sad,clairehsnyman,2020-09-14,19:17:33,negative,0.9709946513175964,negative,0.9406937956809998,sadness,0.9980008006095886,negative,0.9989257454872132,negative,0.4865370392799377,negative
240,240,240,240,since th march on our journey into and through the global pandemic my vocabulary amp conversations have been flavoured with words such as unheralded surreal amp saddening  and frequently at that ditto to this most unwelcome news,awruddiman,2020-09-15,03:18:36,negative,0.5532076358795166,negative,0.7912136912345886,sadness,0.9964522123336792,positive,0.9956600069999696,negative,0.5199746489524841,negative
241,241,241,241,yes miss banon was my grade teacher in  i decided to google her name for the first time a few weeks ago and sadly read that she recently passed away from cancer,kselandMD,2020-09-16,01:35:01,negative,0.6363887786865234,negative,0.6470757722854614,sadness,0.9972597360610962,negative,0.525040328502655,negative,0.5431893467903137,negative
242,242,242,242,i think that we are all in the same storm together but sadly not all in the some boat some boats are way safer than otherroyal roads professor dubbed doommeister calls for hope amid overlapping crises,DrMCGregoire,2020-09-16,03:48:22,neutral,0.5297198295593262,neutral,0.5717812776565552,joy,0.9847859740257264,negative,0.6597421765327454,negative,0.3937816321849823,negative
243,243,243,243,today is physician suicide awareness day be kind and compassionate to colleagues and to yourself none of us are immune,PEAKMD,2020-09-17,11:46:22,neutral,0.7923777103424072,positive,0.577232837677002,love,0.9939627051353456,negative,0.5829917192459106,negative,0.3933232724666595,negative
244,244,244,244,word poems about via  inspired by hemingways six word poem for sale baby shoes never wornthese were funny sad sweet desperate hopeful lonely because that is our world,DocSchmadia,2020-09-17,12:12:00,neutral,0.6412904858589172,positive,0.5557061433792114,surprise,0.931662917137146,negative,0.5497206449508667,negative,0.3975998759269714,negative
245,245,245,245,lost an inspiration tonight thankyou you passionately and strategically made the world a fairer place your life is one to which we should all aspire,bechardmel,2020-09-19,01:17:24,positive,0.987205982208252,positive,0.9790412783622742,joy,0.9638825058937072,positive,0.9927527904510498,positive,0.4588838219642639,positive
246,246,246,246,in  i heard speak in person and i walked away amazed i wish i had heard ruth bader ginsburg too she is an iconher legacy is inspiringher death and the us supreme court vacancy it creates will be contentious,DocSchmadia,2020-09-19,12:22:37,negative,0.9168877601623536,positive,0.4605735242366791,surprise,0.9720833897590636,positive,0.8767982125282288,negative,0.384192943572998,negative
247,247,247,247,any death from covid is a tragedy,BirthControlDoc,2020-09-19,12:45:31,negative,0.9680285453796388,negative,0.9503161311149596,anger,0.6721958518028259,negative,0.9815917015075684,negative,0.4684387445449829,negative
248,248,248,248,i echo this completely  our imt meetings included hospital inpt er chronic care long term care seniors housing and community needs long term care connected to hospital for infrastructure and quality accountability is key cases deaths here too,snewbery1,2020-09-19,15:35:09,negative,0.6586944460868835,neutral,0.5937089920043945,joy,0.8550443053245544,positive,0.8327608108520508,negative,0.4833182096481323,negative
249,249,249,249,this is  in my lane years as a physician navigating in this lane so lets set this straight again  it is never okay to threaten or harm any healthcare worker or professional no matter your own level of distress back off to a safe following distance,awruddiman,2020-09-22,23:50:44,neutral,0.7698668837547302,negative,0.6577962636947632,joy,0.963455080986023,positive,0.9909672141075134,negative,0.3887958824634552,negative
250,250,250,250,this is unacceptable bcs top doctor says shes received abuse death threats during covid response,AnizKhalfan,2020-09-23,01:18:44,negative,0.9790751338005066,negative,0.9576608538627625,anger,0.6477305293083191,negative,0.9991324543952942,negative,0.5059808492660522,negative
251,251,251,251,biked past a kid and his dad this morning little one asks daddy why is she going so fast i realize the training wheels may have put him at a disadvantage but ill celebrate anything close to an athletic accomplishment,bechardmel,2020-09-23,17:16:19,neutral,0.8763877153396606,neutral,0.5284244418144226,joy,0.9953250885009766,negative,0.9998667240142822,positive,0.3713302314281463,neutral
252,252,252,252,these are important factors and need to be addressed agreed that not all of these factors apply to everyone and that this is not an exhaustive list of the individual cultural and systemic drivers of burnout,PEAKMD,2020-09-23,18:13:40,neutral,0.650907576084137,neutral,0.6095724105834961,joy,0.9284723997116088,positive,0.8801625370979309,negative,0.4321077764034271,neutral
253,253,253,253,tomorrow well officially record million deaths from worldwide the actual counts are likely higher not everyone can access a testso stop think of all who died moms dads grandparentskidsthen get up and do what must be done to protect those who remain,DocSchmadia,2020-09-26,21:14:16,negative,0.9259196519851683,negative,0.6993123888969421,sadness,0.9897038340568542,negative,0.7402164340019226,negative,0.4337747097015381,negative
254,254,254,254,crawfords work uses restorative sharing circles that focus on companies acknowledging their harm and being held accountable for past actions all of the dei experts i spoke to stressed the importance of such accountability so that these sessions can be effective,KimKellyMD,2020-09-28,18:06:31,positive,0.5359978675842285,positive,0.494896650314331,joy,0.9895805716514589,positive,0.9330533742904664,negative,0.3620845973491668,positive
255,255,255,255,fair enough i have always said i have no doubts about dr jacobs clinical competence but a fractured physician voice and numerous social media spats leave me sad for our profession and frankly now im too tired working nonstop in our pandemic world to mend a broken fence,BirthControlDoc,2020-09-28,20:11:05,negative,0.9758790135383606,negative,0.9375250935554504,sadness,0.9983779191970824,negative,0.9997063279151917,negative,0.4321490526199341,negative
256,256,256,256, is it still anxiety if the sleepless nights and panic attacks are supported by evidence of the world around us,BirthControlDoc,2020-09-28,21:44:48,negative,0.930046558380127,negative,0.7265160083770752,joy,0.8572416305541992,negative,0.9687145948410034,negative,0.459872841835022,negative
257,257,257,257,worth the read im hitting the month wall im powering through it i have no more bandwidth for bullshit so that will be my mental shore leavealso i seem to have lost my diplomatic filter as well,DocSchmadia,2020-09-29,16:44:29,negative,0.5942009091377258,negative,0.8848668932914734,sadness,0.9638276100158693,negative,0.9901586174964904,negative,0.3548915386199951,negative
258,258,258,258,i feel nauseous with anxiety and yes im watching im and cannot vote but this election impacts us all,dr_oona,2020-09-30,01:03:20,negative,0.9786060452461244,negative,0.9573777318000792,fear,0.9765142798423768,positive,0.6490563750267029,negative,0.4220488667488098,negative
259,259,259,259,make no mistake racism is present in too indigenous woman records slurs taunts of quebec hospital staff before her death via,DrMCGregoire,2020-09-30,03:58:01,negative,0.8290616869926453,negative,0.804598867893219,anger,0.9955810904502868,negative,0.99396151304245,negative,0.4320620000362396,negative
260,260,260,260,rules social distance ft m from all isolate if sick runny nose cough shortness of breath fever diarrhea headache loss of tastesmell etc get tested strict hand hygiene wear a mask keep your bubble small is the max right now,DocSchmadia,2020-09-30,15:05:14,neutral,0.6140361428260803,negative,0.5178329944610596,fear,0.7530369758605957,positive,0.9230009317398072,negative,0.3701403439044952,negative
261,261,261,261,what to let go of  lack of funding and support for family medicine clinics  vulnerability of mental health care  administrative burdens  burnout and moral distress read the press release full report,BCFamilyDoctors,2020-10-01,20:02:52,negative,0.900915801525116,negative,0.7022725939750671,sadness,0.706309974193573,negative,0.9290030598640442,negative,0.4787794947624206,negative
262,262,262,262,if this trump being covid  is a distraction to cover the debate disaster or a new scandal to be i feel absolutely terrible for all the americans of have lost their live or a loved one to  please wear a mask stay m from others,DrMCGregoire,2020-10-02,06:13:09,negative,0.9603052139282228,negative,0.9483121633529664,sadness,0.9990002512931824,negative,0.9998964071273804,negative,0.4709393382072449,negative
263,263,263,263,a medical students journey to understand death and the importance of leaving a legacy,DoctorsOfBC,2020-10-02,18:15:10,neutral,0.9263764023780824,neutral,0.8217377662658691,joy,0.9572150707244872,positive,0.8345336318016052,negative,0.5053645372390747,neutral
264,264,264,264,im not sure this is strictly correct given the death rate in the population in a health care facility it makes a lot of sense to have a lower threshold to declare an outbreak so actually a single case can be declared an outbreak i think what she is saying is that if,parsnipper,2020-10-03,21:08:58,neutral,0.5238004326820374,neutral,0.6050071716308594,joy,0.9840786457061768,negative,0.9985564351081848,negative,0.4030574560165405,negative
265,265,265,265,the loss of public spaces has also affected many bc residents who do not have stable housing it is very clear how access to housing community food technology and transportation are vital to wellbeing,dr_oona,2020-10-04,03:16:51,negative,0.6559380292892456,neutral,0.5536101460456848,joy,0.9810505509376526,negative,0.8122258186340332,negative,0.4872215986251831,negative
266,266,266,266,even before  more than  of clinicians experienced burnout in a new  the sister and brotherinlaw of dr lorna breen tell her story and call for action to support clinician mental health,DrRFernandez,2020-10-06,15:22:03,neutral,0.7235949039459229,neutral,0.7545742988586426,joy,0.6004610061645508,positive,0.5259079933166504,negative,0.5102988481521606,neutral
267,267,267,267,the additional workload of covid as well as limited supplies and incomplete understanding of this virus is a challenge for bc doctors  layered on top of already dangerously high levels of clinician burnoutwe are working in the midst of a pandemic within a pandemic,BCFamilyDoctors,2020-10-06,15:29:16,negative,0.9356471300125122,negative,0.8885326981544495,fear,0.9255827069282532,negative,0.9790340065956116,negative,0.5241462588310242,negative
268,268,268,268,family physicians are a critical part of our system has been an underfunded area before and now even more pressurized burnout is real and support has to come,clairehsnyman,2020-10-07,14:34:20,negative,0.8232090473175049,neutral,0.5902152061462402,sadness,0.8293958902359009,positive,0.998145341873169,negative,0.4251907765865326,negative
269,269,269,269,referring to the negative stigma around covid doctors stress the need to listen to patients to ensure inclusivity and equal treatment read more tips on how to of ,DoctorsOfBC,2020-10-08,19:25:02,neutral,0.768399715423584,neutral,0.7306029200553894,joy,0.947329878807068,positive,0.7351270318031311,negative,0.4339349567890167,neutral
270,270,270,270,most people i know are planning familymixed gatherings for  despite recommendations not to one last visit before lockdown is commonly citedsadly until this weekend is over many canadians are not changing their behaviourenjoy your dinner,BirthControlDoc,2020-10-11,11:39:56,neutral,0.5462405681610107,neutral,0.5031924247741699,anger,0.7681822180747986,positive,0.9563060998916626,negative,0.3595073223114013,neutral
271,271,271,271,why professionals depressed and anxious are developing addictions during covid,DrMCGregoire,2020-10-14,05:33:48,negative,0.920143187046051,negative,0.8659424781799316,sadness,0.9916133880615234,negative,0.8719126582145691,negative,0.4904804527759552,negative
272,272,272,272, the pandemic has set the stage for alcohol to strengthen its hold over our patients and we can play a role in improving the current and future health of those using alcohol to manage pandemic stress and isolation says ,DoctorsOfBC,2020-10-15,17:00:29,positive,0.6759840250015259,neutral,0.5270278453826904,joy,0.7381808161735535,positive,0.998910427093506,negative,0.3476759791374206,positive
273,273,273,273,so excited to see u both at digging the official   i believe we have some more twitter ambassadors in and  but firstthe k this weekend who else is game  twitter ambassador or k or both let us know,ShelleyZieroth,2020-10-16,02:01:18,positive,0.9874607920646667,positive,0.981395184993744,joy,0.9964608550071716,positive,0.9940205216407776,positive,0.3993246257305145,positive
274,274,274,274,check out the cma wellness connection offerings psychological first aid mindful parenting compassion rounds peer support stress reduction practices,BCFamilyDoctors,2020-10-16,18:00:34,neutral,0.9036760330200196,neutral,0.7237321138381958,joy,0.904329478740692,positive,0.9308419227600098,positive,0.4515473246574402,neutral
275,275,275,275,the has a history of criminalizing womens bodies through the regulation of us healthcare midwifery and abortion has published many low quality studies stoking fear in contraception and childbirth sadly this is more of the same,BirthControlDoc,2020-10-16,22:30:20,negative,0.9786256551742554,negative,0.9640028476715088,sadness,0.9930741786956788,negative,0.9999165534973145,negative,0.4368448853492737,negative
276,276,276,276,the longterm consequences of trauma and posttraumatic stress disorder symptoms on later life cognitive function and dementia risk,JDRichardsonMD,2020-10-17,13:09:29,neutral,0.6777130365371704,negative,0.8185974955558777,fear,0.4672380089759826,positive,0.5546023845672607,negative,0.7121185064315796,negative
