,Unnamed: 0,Unnamed: 0.1,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
125,125,125,so very sorry for your loss,jkwan_md,2021-11-05,01:28:26,negative,0.8278895020484924,negative,0.8061274886131287,sadness,0.9949032068252563,negative,0.9045042991638184,negative,0.5125576257705688,negative
126,126,126,not sure that is correct clinically but that is how i would describe my anxiety ruminating amp perseverating to the point you just dont believe you can do anything assimilating facts so as to confirm your selfloathing biases selfgaslighting seems to fit,doreen_rabi,2021-11-05,02:03:41,negative,0.9369686245918274,negative,0.7228431701660156,joy,0.7365699410438538,negative,0.985052227973938,negative,0.47420480847358704,negative
127,127,127,nov  in cases  deaths resolved in icu  on ventilatortests tba vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-05,14:16:13,negative,0.6239266991615295,neutral,0.7896144390106201,joy,0.8616104125976562,positive,0.5283355116844177,negative,0.5365609526634216,negative
128,128,128,reading these bios amp seeing these creative expressions of the journey was emotional ty for including me in this special work,clairehsnyman,2021-11-05,14:30:02,positive,0.9598106741905212,positive,0.900892734527588,sadness,0.5672026872634888,positive,0.9975318908691406,positive,0.3665013015270233,positive
129,129,129,to say care has been devastated in alberta is not an exaggeration people had care cancelled likely s more had care delayed amp that is on top of the preventable death amp disability caused by also healthcare workers are not okay,doreen_rabi,2021-11-05,15:02:27,negative,0.9805496335029602,negative,0.9357895255088806,sadness,0.9781493544578552,negative,0.9964998960494996,negative,0.46640703082084656,negative
130,130,130,im sorry to hear this very sad news sacha sincere condolences to you and your family,KateHanneman,2021-11-05,15:12:03,negative,0.7783713340759277,negative,0.4563197493553161,joy,0.989231288433075,positive,0.9425883889198304,negative,0.3857484459877014,negative
131,131,131,this is so sad,CalvinTongMD,2021-11-05,19:05:45,negative,0.9755035638809204,negative,0.9608857035636902,sadness,0.9983110427856444,negative,0.999519944190979,negative,0.48404598236083984,negative
132,132,132,i worry that burnout cant be reversed and has fundamentally changed me as a doctor and a person via,AnizKhalfan,2021-11-06,05:28:27,negative,0.7801325917243958,negative,0.8287605047225952,joy,0.831356406211853,positive,0.9905714988708496,negative,0.533490002155304,negative
133,133,133,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-08,15:03:26,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
134,134,134,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-08,15:19:03,negative,0.8851310014724731,negative,0.5245361328125,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.602350115776062,negative
135,135,135,how interesting just had a sneak peak so not thorough look to be honest but on key topics  models for  couldnt see any  lost opportunity i think for discussion amp input curious,clairehsnyman,2021-11-08,18:31:01,positive,0.9261319637298584,positive,0.6576105952262878,surprise,0.952096939086914,positive,0.9980441331863404,positive,0.36661502718925476,positive
136,136,136,so sad a real loss to his patients community and family my condolences to all who knew him,DrNGrewal,2021-11-09,02:18:53,negative,0.9624073505401612,negative,0.8198646306991577,joy,0.5158354043960571,negative,0.5856953859329224,negative,0.3894037902355194,negative
137,137,137,so sad to read this horrific news for these childrens families and for the country what a terrible tragedy,DrNGrewal,2021-11-09,16:24:49,negative,0.984333038330078,negative,0.9765864610671996,sadness,0.9832930564880372,negative,0.9991474151611328,negative,0.4743843674659729,negative
138,138,138,impacts of morally distressing experiences on the mental health of canadian health care workers during the covid pandemic,JDRichardsonMD,2021-11-10,13:54:16,negative,0.6483694911003113,negative,0.886711597442627,sadness,0.9894679188728333,negative,0.5219805240631104,negative,0.48430073261260986,negative
139,139,139,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-10,15:03:08,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
140,140,140,today we remember the courage and sacrifice of those who served our country we acknowledge our responsibility to continue to work for the peace that others fought for to be a safe haven for those in distress to speak up for justice at home amp around the world,BCFamilyDoctors,2021-11-11,17:54:53,positive,0.8552250266075134,positive,0.7142069935798645,anger,0.5619527101516724,positive,0.9849032163619996,positive,0.3717177212238312,positive
141,141,141,sadly during the th century approximately million people died in wars and governmentcreated conflict those deaths are described as having been caused by human decisionaccy,DrBrianDay,2021-11-12,02:53:05,negative,0.9799021482467652,negative,0.9221765995025636,sadness,0.9915024042129515,negative,0.7235854268074036,negative,0.5089248418807983,negative
142,142,142,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-12,15:13:04,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
143,143,143,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-12,15:25:46,negative,0.8851310014724731,negative,0.5245361328125,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.602350115776062,negative
144,144,144,imaging of astrocytes in posttraumatic stress disorder a pet study wi,JDRichardsonMD,2021-11-12,15:26:38,neutral,0.9622556567192078,neutral,0.7274114489555359,fear,0.9710757732391356,negative,0.8049759864807129,negative,0.3724609315395355,negative
145,145,145,this is heartbreaking amp infuriatingso much suffering amp loss could have been prevented w strong public health policy amp inclusive approaches to planning amp communicationquick run down of all the things that set us up for this entirely preventable wave of advaced disease ,doreen_rabi,2021-11-13,17:01:09,negative,0.960491955280304,negative,0.914526343345642,joy,0.5076138377189636,negative,0.9985617995262146,negative,0.3343658149242401,negative
146,146,146,my intent in the thread is not disparage everyone that have thrown themselves into the pandemic response i am just troubled by how exclusive amp myopic we got so quickly amp saddened by the tragic consequences i know i am part of the we,doreen_rabi,2021-11-13,23:35:07,negative,0.908242166042328,negative,0.8359718322753906,sadness,0.9989684820175172,positive,0.9698981046676636,negative,0.40085816383361816,negative
147,147,147,love this practical advice kids know themselves so just ask what will reduce their anxiety in advance of a needle how to make needles for kids as painfree as possible  the globe and mail,EGruenwoldt,2021-11-14,22:16:40,positive,0.7173780202865601,positive,0.8151235580444336,joy,0.9987779259681702,positive,0.881492018699646,positive,0.40465497970581055,positive
148,148,148,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-15,15:06:10,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
149,149,149,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-15,15:31:31,negative,0.8851310014724731,negative,0.5245361328125,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.602350115776062,negative
150,150,150,this is dec to oct but almost all covid deaths in younger age groups are unvaccinated,jkwan_md,2021-11-15,17:03:31,negative,0.94741290807724,neutral,0.4981701374053955,fear,0.8634153604507446,negative,0.999030590057373,negative,0.47992709279060364,negative
151,151,151,can you confirm if service is interrupted in part of bc specifically on vancouver island bad storm here and i lost connection to network about minutes ago thanks,DrMCGregoire,2021-11-15,19:25:56,negative,0.9761912822723388,negative,0.7117989659309387,sadness,0.9962639212608336,negative,0.9994493126869202,neutral,0.34332793951034546,negative
152,152,152,a few days ago i was noting how much less ecoanxiety i have in the winter no forest fires and then rain landslides washouts flooding highway and railroad destruction even if we could stop temp increases today this is our new normal im terrified,kselandMD,2021-11-16,07:10:21,negative,0.952577829360962,negative,0.6436000466346741,fear,0.9976269602775574,positive,0.9731272459030152,negative,0.3990970253944397,negative
153,153,153,pandemic stresses harder on physician moms than doc dads study via,JDRichardsonMD,2021-11-17,03:02:52,negative,0.8973557353019714,negative,0.7354621887207031,sadness,0.5427289605140686,negative,0.9909517765045166,negative,0.44380003213882446,negative
154,154,154,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-17,15:06:58,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
155,155,155,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-17,15:22:05,negative,0.8851310014724731,negative,0.5245361328125,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.602350115776062,negative
156,156,156,hospicu here but not deaths,jkwan_md,2021-11-18,17:01:24,negative,0.5623677372932434,neutral,0.5944039225578308,anger,0.5867391228675842,positive,0.6120195388793945,neutral,0.3759070932865143,neutral
157,157,157, looking at the series of catastrophic events to befall bc reflects on three key issues the enormous stress on our doctors the threat of climate change to human health amp the kindness that will help us pull through all this,DoctorsOfBC,2021-11-18,18:00:43,negative,0.740788459777832,neutral,0.4991738796234131,sadness,0.6953047513961792,positive,0.9971597194671632,positive,0.4494597315788269,positive
158,158,158,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations of age  dose  dosessee thread for more graphs,jkwan_md,2021-11-19,15:02:07,negative,0.5504639148712158,neutral,0.7645717859268188,joy,0.8127173781394958,negative,0.7684414982795715,negative,0.4231295585632324,negative
159,159,159,death demographics new deaths  from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-19,15:25:30,negative,0.8851310014724731,negative,0.5245361328125,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.602350115776062,negative
160,160,160,sad news from halifax he was an amazing human being,DrMCGregoire,2021-11-20,17:04:25,positive,0.5005407333374023,negative,0.4329505860805511,joy,0.510124921798706,positive,0.992676317691803,negative,0.5090897083282471,negative
161,161,161,well  this was a brief but spectacular video and i am grateful for having spent these minutes to witness an amazing man at a tender point in his life i am sorry your loss but clearly he will live on in you and all those whose lives he touched,snewbery1,2021-11-21,00:52:19,positive,0.982139527797699,positive,0.9601640701293944,love,0.991079032421112,positive,0.9997687935829164,positive,0.49751514196395874,positive
162,162,162,mona i am so sorry for your loss,ShelleyZieroth,2021-11-22,00:42:46,negative,0.7334636449813843,negative,0.7561173439025879,sadness,0.9964073300361632,positive,0.9508360028266908,negative,0.5489609241485596,negative
163,163,163,if you lost this little dude at this weekend theyre waiting for you at the lost amp foundlets help this bunny find their home,bechardmel,2021-11-22,09:07:07,neutral,0.8053513169288635,neutral,0.5206285119056702,sadness,0.9976853132247924,positive,0.9937329888343812,positive,0.35007530450820923,neutral
164,164,164,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-22,15:03:38,negative,0.6882918477058411,neutral,0.764333188533783,joy,0.8408200144767761,positive,0.5402629971504211,negative,0.4634212553501129,negative
165,165,165,death demographics new death from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-22,15:26:39,negative,0.774036705493927,negative,0.4925771653652191,fear,0.6070460677146912,negative,0.9994124174118042,negative,0.5052546262741089,negative
166,166,166,as someone with partial vision loss from a late diagnosis of strabismus this hits home for me eye exams are super important and there is no excuse for kids to go without,BirthControlDoc,2021-11-23,00:19:15,neutral,0.7223219275474548,neutral,0.4730543196201324,joy,0.9983710646629332,positive,0.9957675933837892,negative,0.3886866271495819,neutral
167,167,167,this is so sad for us as a maternity care team who care deeply about supporting women and providing care close to home in the nwt i hope this is soon resolved with lessons learned to improve and sustain birthing in the north,DrSarahJCook,2021-11-23,05:14:00,negative,0.5952627658843994,neutral,0.4534038603305816,joy,0.8394485712051392,positive,0.6002018451690674,negative,0.40746036171913147,negative
168,168,168,they lost me at i have no way to validate this but sharing it anyway,kselandMD,2021-11-24,01:27:45,negative,0.8225125670433044,negative,0.7050830721855164,joy,0.9474539160728456,negative,0.7847888469696045,negative,0.34730982780456543,negative
169,169,169,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-24,15:10:07,negative,0.6882918477058411,neutral,0.764333188533783,joy,0.8408200144767761,positive,0.5402629971504211,negative,0.4634212553501129,negative
170,170,170,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-24,15:26:11,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
171,171,171,just like covid spreads in networks so does fear about vaccines hoping for healing for families and communities experiencing this especially when compounded by the sense of unnecessary loss,parsnipper,2021-11-24,18:28:36,negative,0.8563164472579956,negative,0.8339003324508667,sadness,0.8857319355010986,negative,0.8598765134811401,negative,0.351113498210907,negative
172,172,172,the sad reality,KimKellyMD,2021-11-24,19:40:18,negative,0.9374247193336488,negative,0.7734909653663635,sadness,0.991973042488098,negative,0.9998076558113098,negative,0.4908076524734497,negative
173,173,173,this is both disgraceful amp sadly predictable from the  signature policies are ones that undermine important public services like educationhealth care deepen social inequity incredibly unwise amp very shortsighted,doreen_rabi,2021-11-25,16:27:58,negative,0.9834672808647156,negative,0.9698277115821838,sadness,0.9758538007736206,negative,0.9997027516365052,negative,0.6028236150741577,negative
174,174,174,update apparently the bunny is no longer in the lost amp found  i think operation bunny reunion is successful thanks everyone,bechardmel,2021-11-25,21:13:33,positive,0.8966350555419922,positive,0.9104476571083068,joy,0.9980463981628418,positive,0.954733431339264,neutral,0.3411892056465149,positive
175,175,175,you are too kind james i just brought the bunny to the lost and found gotta celebrate the wins when we can tho,bechardmel,2021-11-26,03:15:55,positive,0.951828122138977,positive,0.936656415462494,joy,0.9759972095489502,positive,0.9974138140678406,positive,0.424291729927063,positive
176,176,176,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-26,15:02:38,negative,0.6882918477058411,neutral,0.764333188533783,joy,0.8408200144767761,positive,0.5402629971504211,negative,0.4634212553501129,negative
177,177,177,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-26,15:21:28,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
178,178,178,yup they are fine thank you theyre just sad about the whole impact and what this means but to be honest no one really knows yet right,clairehsnyman,2021-11-27,00:50:21,negative,0.5403964519500732,neutral,0.5143291354179382,joy,0.5765289664268494,positive,0.9781015515327454,negative,0.40484702587127686,negative
179,179,179,life cycle variant name frenzy calls for travel find out its everywhere bc is steps ahead many predictions but no hard factsuse existence of variant to justify preexisting opinion loss of interest data leads to understanding of implications,parsnipper,2021-11-27,23:02:43,neutral,0.7116044163703918,neutral,0.7559257745742798,joy,0.6620932817459106,negative,0.9782002568244934,negative,0.34378480911254883,negative
180,180,180,nov  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinationssee thread for more graphs,jkwan_md,2021-11-29,14:53:48,negative,0.6882918477058411,neutral,0.764333188533783,joy,0.8408200144767761,positive,0.5402629971504211,negative,0.4634212553501129,negative
181,181,181,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-11-29,15:17:52,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
182,182,182,i am so sorry for your loss heather,jkwan_md,2021-12-01,15:03:40,negative,0.739605724811554,negative,0.7691946625709534,sadness,0.9969498515129088,positive,0.950477659702301,negative,0.535542368888855,negative
183,183,183,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilatorsee thread for more graphs,jkwan_md,2021-12-01,15:15:45,negative,0.6374330520629883,neutral,0.7767109274864197,joy,0.8793036937713623,negative,0.6147129535675049,negative,0.45659637451171875,negative
184,184,184,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-01,15:27:10,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
185,185,185,so sorry for your loss ryan that is awful,jkwan_md,2021-12-01,15:28:23,negative,0.9510546326637268,negative,0.8983016014099121,sadness,0.9974215030670166,positive,0.5256478786468506,negative,0.5202502608299255,negative
186,186,186,very sorry for the loss of your moms friend,jkwan_md,2021-12-01,16:13:42,negative,0.8138754963874817,negative,0.6940450668334961,sadness,0.9969658255577089,negative,0.9993454813957214,negative,0.39089784026145935,negative
187,187,187,sorry for the loss of your mother may dianne rest in peace,jkwan_md,2021-12-01,16:14:55,neutral,0.6008626222610474,neutral,0.5093869566917419,sadness,0.9014305472373962,positive,0.910174548625946,negative,0.46426647901535034,neutral
188,188,188,people who are not eligible if ltcancer patient who underwent treatment amp got in early  but no longer on treatment frontline hcw who got vaccinated early but changed career due to burnout essential worker who is a parent of unvaccinated young children,jkwan_md,2021-12-02,04:58:16,negative,0.8062418699264526,negative,0.6844869256019592,joy,0.5152179598808289,negative,0.913411021232605,negative,0.4224439263343811,negative
189,189,189,so sorry for your loss,jkwan_md,2021-12-02,05:27:25,negative,0.8405441641807556,negative,0.7785341143608093,sadness,0.9957194924354552,negative,0.504485547542572,negative,0.5201340317726135,negative
190,190,190,dec  in cases  deaths resolved with dosestests amp icu tbasee thread for more graphs,jkwan_md,2021-12-03,15:04:06,neutral,0.5445374846458435,neutral,0.8661903142929077,joy,0.9469506740570068,positive,0.8082298040390015,negative,0.5853587985038757,neutral
191,191,191,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-03,15:35:33,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
192,192,192, noncovid deaths and a need for  billion to return to prepandemic levels prepandemic levels  canadians suffering and dying on waitlists in year accepting mediocrity and s of deaths should not be our goal,DrBrianDay,2021-12-04,22:15:44,negative,0.974865198135376,negative,0.8124991655349731,sadness,0.7765468955039978,negative,0.9995984435081482,negative,0.4064643681049347,negative
193,193,193,so sad no message posted about last minute change of route burnside vs highway huge crowd at avanti pl missed it many sad kiddos,DrMCGregoire,2021-12-05,03:59:50,negative,0.9813096523284912,negative,0.9377418160438538,sadness,0.9984856247901917,negative,0.9976636171340942,negative,0.4183974862098694,negative
194,194,194,new cases in ontario today  deaths thankfully vaccines have been working very well to reduce the risk of hospitalization amp icu admissionorange line unvaccinatednavy line fully vaccinatedsource,jkwan_md,2021-12-05,15:24:54,neutral,0.535685658454895,positive,0.748127281665802,joy,0.9952608942985536,positive,0.9995042085647584,neutral,0.42965203523635864,neutral
195,195,195,im so sorry for your loss chris,CalvinTongMD,2021-12-06,02:13:51,negative,0.6809964776039124,negative,0.7054650783538818,sadness,0.9960662722587584,positive,0.7934169173240662,negative,0.5654470920562744,negative
196,196,196,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-06,14:55:39,negative,0.6392778158187866,neutral,0.7447021007537842,joy,0.820932924747467,negative,0.8500903844833374,negative,0.479172945022583,negative
197,197,197,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-06,15:17:31,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
198,198,198,so sad i missed this i signed up and then for some reason didnt put it in my diary is it recorded,clairehsnyman,2021-12-07,20:04:39,negative,0.903903305530548,negative,0.913883090019226,sadness,0.973864734172821,negative,0.5041260719299316,negative,0.3583127558231354,negative
199,199,199,ontario  cases amp deathssorry no graphs today have to help with urgent coverage for another dr,jkwan_md,2021-12-08,15:00:59,negative,0.840035080909729,neutral,0.5251152515411377,anger,0.4021948277950287,positive,0.9408556818962096,negative,0.6013284921646118,negative
200,200,200,we should all be way more emotional about the fact that vaccines have played such an effect on this pandemic vaccines are the greatest human medical invention and im not sure anything is even close,DocMcConks,2021-12-09,06:17:51,positive,0.541633665561676,neutral,0.4120471775531769,sadness,0.987858772277832,negative,0.9960160851478576,positive,0.4365682005882263,positive
201,201,201,oh allison she is beautiful so completely beautiful i am so sorry for your loss,doreen_rabi,2021-12-09,23:11:08,positive,0.9671146273612976,positive,0.6893982291221619,sadness,0.8775919079780579,positive,0.9847338795661926,negative,0.378986120223999,positive
202,202,202,i have a dentist appointment today so its time to floss for the first time in months,BirthControlDoc,2021-12-10,12:34:07,neutral,0.9334246516227722,neutral,0.7431910634040833,joy,0.977198362350464,positive,0.9960065484046936,negative,0.33410826325416565,neutral
203,203,203,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-10,14:56:54,negative,0.6392778158187866,neutral,0.7447021007537842,joy,0.820932924747467,negative,0.8500903844833374,negative,0.479172945022583,negative
204,204,204,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-10,15:30:33,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
205,205,205,dec  in cases  death resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-13,14:56:02,neutral,0.5106943249702454,neutral,0.7855333685874939,joy,0.6715002655982971,negative,0.7680184245109558,negative,0.4682885706424713,negative
206,206,206,death demographics new death from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-13,15:22:25,negative,0.774036705493927,negative,0.4925771653652191,fear,0.6070460677146912,negative,0.9994124174118042,negative,0.5052546262741089,negative
207,207,207,what she needed to do was when he went unconscious and lost a pulse she needed to immediately start cpras a  i have to agree,CalvinTongMD,2021-12-13,22:50:58,neutral,0.8003082871437073,neutral,0.7599185705184937,sadness,0.924770176410675,positive,0.8605775833129883,negative,0.4294678568840027,neutral
208,208,208,happened before  the peeps in charge may have changed but the bad decision making has not sadly influenced by ill informed politicians i think we need a coffee inviting  ill be joining her on daily icu calls nxt wk should be joeyeux noel ,ShelleyZieroth,2021-12-14,03:20:58,negative,0.7377983331680298,negative,0.5657716393470764,joy,0.9777692556381226,negative,0.9857097864151,neutral,0.3369595408439636,negative
209,209,209,childrens hospitals across the country are flooded with kids experiencing severe anxiety or depression rates of eating disorders x in some regions prolonged school closures isolation from friends amp family and shuttered health services have a lasting impact on canadas kids,EGruenwoldt,2021-12-15,10:29:36,negative,0.7805478572845459,negative,0.908963143825531,sadness,0.9509094953536988,positive,0.958834946155548,negative,0.4628336727619171,negative
210,210,210,blame burnout on system not doc says advisor to surgeon general via,JDRichardsonMD,2021-12-15,14:11:08,negative,0.8845987915992737,negative,0.5359129309654236,anger,0.8656459450721741,negative,0.9977108240127563,negative,0.41364437341690063,negative
211,211,211,most preventative medicine is tedious like purportedly flossing your teeth daily and trying to patch together a healthy diet vegetable in a bountiful french fry landscape vaccines  show up for a second poke and get a,parsnipper,2021-12-16,03:49:37,negative,0.5535231828689575,negative,0.7503830790519714,joy,0.9762508273124696,negative,0.9993829727172852,negative,0.40942859649658203,negative
212,212,212,ive been struggling with how to communicate about omicron im tired too i dont look forward to exacerbating the widespread burnout and pandemic fatigue and i worry about more delayed surgeries sick ppl hospital outbreaks theres a lot of wishful thinking bias at play,parsnipper,2021-12-17,01:06:08,negative,0.9797115921974182,negative,0.9681878685951232,sadness,0.8841848373413086,negative,0.999964475631714,negative,0.4303114414215088,negative
213,213,213,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-17,15:04:42,negative,0.6392778158187866,neutral,0.7447021007537842,joy,0.820932924747467,negative,0.8500903844833374,negative,0.479172945022583,negative
214,214,214,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-17,15:20:07,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
215,215,215,finally mustering enough emotionally energy to make some preparations for the upcoming season rather than hanging my most quintessential decorations on thetree this year i thought theyd look good on the mantel alongside a keepsake thats always pride amp centre,awruddiman,2021-12-18,02:09:50,positive,0.8055524826049805,positive,0.7049182057380676,joy,0.998728334903717,positive,0.9889037013053894,positive,0.3865613639354706,positive
216,216,216,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-18,15:08:22,negative,0.6392778158187866,neutral,0.7447021007537842,joy,0.820932924747467,negative,0.8500903844833374,negative,0.479172945022583,negative
217,217,217,last saturday dec for comparison cases  deaths resolved testsday pending  pos in icu  on ventilator,jkwan_md,2021-12-18,15:08:54,negative,0.8495413064956665,neutral,0.7344979643821716,joy,0.812411904335022,negative,0.6912913918495178,negative,0.45125895738601685,negative
218,218,218,daily new cases vs deathsst wave not shown as cases were significantly underreported due to limited testing criteria,jkwan_md,2021-12-18,15:27:32,negative,0.8485041260719299,negative,0.6120020747184753,sadness,0.5575270056724548,negative,0.9974908828735352,negative,0.38474759459495544,negative
219,219,219,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-18,15:31:25,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
220,220,220,i am so sorry for your loss,CalvinTongMD,2021-12-18,20:03:23,negative,0.8175941109657288,negative,0.8013303279876709,sadness,0.997606873512268,positive,0.5883227586746216,negative,0.491332471370697,negative
221,221,221,stay strong i remember receiving similar emails as a resident when covid first hit it was the uncertainty that was the most stress inducing you  we will get through this,CalvinTongMD,2021-12-19,07:39:32,neutral,0.7366307973861694,neutral,0.5347213745117188,joy,0.955249547958374,positive,0.7442256212234497,negative,0.4284762442111969,neutral
222,222,222,dec  in cases  deaths resolved testsday pending  pos in icu  on ventilator vaccinations people with xsee thread for more graphs,jkwan_md,2021-12-20,15:10:48,negative,0.6392778158187866,neutral,0.7447021007537842,joy,0.820932924747467,negative,0.8500903844833374,negative,0.479172945022583,negative
223,223,223,daily new cases vs deathsst wave not shown as cases were significantly underreported due to limited testing criteria,jkwan_md,2021-12-20,15:17:01,negative,0.8485041260719299,negative,0.6120020747184753,sadness,0.5575270056724548,negative,0.9974908828735352,negative,0.38474759459495544,negative
224,224,224,death demographics new deaths from data corrections newlt      new icu admissions hospitalizations,jkwan_md,2021-12-20,15:32:13,negative,0.8851310014724731,negative,0.5247259736061096,fear,0.5251679420471191,negative,0.9959562420845032,negative,0.5897424221038818,negative
225,225,225,for the pragmatists and the realists  with its marked level of contagion amp infectivity has the unnerving ability to cripple an already tired amp exhausted primary care system and our strained amp stressed hospital resources with their specialized services,awruddiman,2021-12-22,00:44:05,negative,0.9120871424674988,negative,0.8170725703239441,sadness,0.6802988052368164,positive,0.6300811171531677,neutral,0.3591691255569458,negative
226,226,226,tms a useful clinical tool for treatmentresistant depression via,JDRichardsonMD,2021-12-22,03:30:53,positive,0.5019976496696472,positive,0.5864812731742859,joy,0.9802707433700562,positive,0.9986979961395264,positive,0.39355960488319397,positive
227,227,227,dec  in cases  pos deaths hospitalizations icu vaccinations people with x,jkwan_md,2021-12-22,15:23:22,negative,0.6628836393356323,neutral,0.4895922541618347,fear,0.9331310987472534,negative,0.9678152203559875,negative,0.5510289072990417,negative
228,228,228,disempowerment amp dehumanization are invisible because theyre normalizeda sophisticated organization of structures to systematically disempower is how ppl stay powerful its incredibly sad that we have to normalize humanity in medicine but thats where we are,doreen_rabi,2021-12-24,00:14:24,negative,0.8501984477043152,negative,0.6676579117774963,joy,0.992869198322296,positive,0.7841265201568604,negative,0.4159252345561981,negative
229,229,229,i am so sorry for your loss,jkwan_md,2021-12-24,02:21:30,negative,0.8175941109657288,negative,0.8013303279876709,sadness,0.997606873512268,positive,0.5883227586746216,negative,0.491332471370697,negative
