,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score
301,you are in my skin my feelings for palestine are like my feelings for you its loss is a disaster which cannot be replacedghassan kanafani in a lover letter to ghada al samman ghassan was assasinated on this day years ago,zikrejaana,2020-07-09,16:45:09,1,negative,0.946723223,negative,0.908484399,sadness,0.68767339,positive,0.936417818,negative,0.45979172
302,academic trainees have been greatly impacted by covid economically but also emotionally see the first wave of results based on womens health research institute trainees,DrLoriBrotto,2020-07-10,0:06:24,1,neutral,0.88237375,neutral,0.701397181,sadness,0.827596784,positive,0.934544742,negative,0.368948758
303,just to add to this many regionsphus have had as many cases of covid back in may as they have now or presumably will have in september we should have started to pilot test in low prevalence areas weeks if not months ago a lost opportunity clearly,DocDominik,2020-07-10,16:36:22,1,negative,0.711804152,neutral,0.523699641,sadness,0.994259596,negative,0.999777496,negative,0.385331839
304,this was a beach lost feet last year still gorgeous part of canada,JohnsonNeilG,2020-07-12,0:29:35,0,neutral,0.690594673,positive,0.927088559,joy,0.997530639,positive,0.960561633,positive,0.365737975
305,my sincerest sympathies to you and your family for this tragic loss andr your sharing of this deeply personal experience is incredibly generous in the effort to spare others a similar fate,DocSandyB,2020-07-12,10:50:47,0,positive,0.584320784,positive,0.63447547,love,0.921260536,positive,0.993437946,positive,0.381881654
306,in new york they looked at patients hospitalized with through early april  of all hospitalized were diabetic of the who died  of all deaths were in those with but  age helps max out,postgradw,2020-07-12,16:59:53,0,neutral,0.946931422,neutral,0.713506401,fear,0.529117346,positive,0.844763994,negative,0.406254292
307,only of the hospitalized were in the  yr age group  of these  or  of this group died so those of maxs age represented  or only  of all deaths the other study from england i mentioned looked at diabetics specifically,postgradw,2020-07-12,16:59:54,0,negative,0.607702017,negative,0.502690852,sadness,0.966034532,negative,0.999354064,negative,0.427856147
308,at very low absolute risk of inhospital death with covid during the observation period of this study in englandso diabetes greatly increases maxs risk of hospitalization or death but age works greatly in his favour x factors further to his advantage are,postgradw,2020-07-12,16:59:56,0,negative,0.574223042,neutral,0.472611785,joy,0.686264396,positive,0.988630295,negative,0.362535536
309, his known obsession with tight glucose control and his world class physical fitness of course hospitalization and death are not the only problems assoc with but we suspect its gonna be hard to keep max off the ice if its up to him to make the final decision,postgradw,2020-07-12,16:59:57,0,negative,0.899904966,negative,0.65174526,fear,0.470375985,positive,0.685202479,negative,0.491868973
310,im very sorry for your loss my thoughts are with you and your family thought you should know that a group of my colleagues are in the process of advocating for changes in ltc visitation policies,allan_k_grillMD,2020-07-12,22:46:46,0,neutral,0.840752482,neutral,0.640663743,anger,0.96472156,negative,0.983278811,negative,0.472066611
311,from my point of view up north  i dont understand why everything has to be so politicized its just sad to watch ,sebpoule,2020-07-13,1:10:50,0,negative,0.969968438,negative,0.963843226,anger,0.89423275,negative,0.997733474,negative,0.365105867
312,the greatest suffering and death from so far has been in  family caregivers have been unable to see their loved ones for months and we have no plan for a potential second waveyet were excited about bars and restaurants let that sink in,AmitAryaMD,2020-07-13,18:41:48,1,negative,0.961584806,negative,0.83330816,love,0.546438158,negative,0.999980211,negative,0.584896505
313,heartless and shameful response im so sorry that you are going through this also if this isolation only approach for residents saved lives why are the majority of ontarios covid deaths in ltc and why are so many suffering a rapid decline in health,AmitAryaMD,2020-07-14,21:29:58,1,negative,0.977924585,negative,0.958871007,joy,0.79226768,negative,0.805995941,negative,0.471084714
314, definitions palliative care is not just endoflife care and doesnt hasten death it doesnt necessarily mean stopping lifesustaining treatments did you know some people actually live longer with a palliative care approach,AmitAryaMD,2020-07-16,13:48:21,1,neutral,0.827155828,neutral,0.608231068,joy,0.925689876,negative,0.999031901,negative,0.34230721
315,being outdoors or near a window with a view can relieve stress and even help you heal check out these beautiful places to get outside at hhs what are your favourites,HamHealthSci,2020-07-17,12:00:22,0,positive,0.975346744,positive,0.957694292,joy,0.995351195,positive,0.988385558,positive,0.382453144
316,this shh model may end up being a really useful means to study oncogeneinduced replication stress and oncogenesis,durocher1,2020-07-20,21:08:06,0,positive,0.851158619,positive,0.873025775,joy,0.996961534,positive,0.983820438,positive,0.374634683
317,social isolation and loneliness are known to cause many harms in seniors we must not ignore these harms and allow family caregivers into to provide essential care,AmitAryaMD,2020-07-27,1:44:10,1,negative,0.840658605,negative,0.872661948,joy,0.978988886,positive,0.935807645,negative,0.490241736
318,unintended consequences of school closures on children amp youth include adverse impact on social development increased rates of depression and anxiety concerns about impact of lockdown on family discord and violence increased risk of unrecognized child maltreatment,BrucePSquires,2020-07-29,16:28:53,0,negative,0.968706191,negative,0.892071366,fear,0.491353214,negative,0.980369508,negative,0.48973161
319,thank you for sharing in fact it is a daily stressor and triggering anxiety this new covid era by you sharing this make me feel better we are not alone in this,RodeloKaroll,2020-07-30,15:17:18,1,neutral,0.580762744,positive,0.745009303,joy,0.989287972,positive,0.995858014,negative,0.373845458
320,were sorry to hear about your lost mask and hope you get it back the pink one in this photo looks great on you thanks for sharing your ,mch_childrens,2020-07-30,16:44:22,0,positive,0.645133615,positive,0.895295084,joy,0.998215795,positive,0.99008441,negative,0.357710272
321,this was an amazing effort all focused on supporting friends and colleagues dealing with potentially overwhelming stress pressure trauma etc it was developed for the pandemic but will serve us going forward huge thanks and credit to all involved,BrucePSquires,2020-07-30,20:13:03,1,positive,0.98943907,positive,0.970287621,joy,0.984293759,positive,0.997679174,positive,0.432164669
322,developed with a new carefor people experiencing complications such as pain and vaginal bleeding andor the loss of their pregnancy in the first weeksis now available learn more,OntarioHealthOH,2020-07-31,14:00:23,0,neutral,0.732135594,neutral,0.778200686,joy,0.575116158,positive,0.998297393,negative,0.454103112
323,neither do you comfort me with union nor do you free me with deathsheikh saadi,zikrejaana,2020-07-31,16:06:35,0,neutral,0.539595127,neutral,0.557266593,joy,0.992714226,negative,0.887888193,neutral,0.44397971
324,in this new era of virtual health care what is lost when doctors amp patients no longer meet face to face for asking this critical question,DocSandyB,2020-08-01,13:13:18,0,negative,0.840564311,negative,0.641459346,anger,0.669582009,positive,0.997730792,negative,0.442517579
325,folks are very concerned that introducing a video interviewing component may disadvantage certain children a troubling implication given many kyr private schools struggle to enroll diverse classes i dont think diversity is the main goal of these elitist pipelines,yvonneychan,2020-08-02,14:57:15,0,negative,0.946083546,negative,0.818691909,anger,0.951651931,negative,0.95043385,negative,0.36610961
326,good comparison would not have thought of that one translating the  risk of death per skidive into the average risk of death for a  yo canadian would equal to skydives annually then average annual risk of death was  prior to covid in this age group,DocDominik,2020-08-04,18:35:59,1,neutral,0.743118107,neutral,0.497048259,fear,0.346893311,negative,0.942082644,positive,0.348030478
327,fair enough re deaths per capita but i do not think that disqualifies their intention to prioriatize schools does it several other european countries would have prioritized and reopened schools and did well until the summer break and have much lower deaths per capita,DocDominik,2020-08-06,10:42:35,0,neutral,0.807057738,neutral,0.602847219,joy,0.985250294,negative,0.996178031,negative,0.38579908
328,sad to hear about the demise of friend sufi author and story teller  the last time i met her was at the dargah of hazrat khawaja bakhtiar kaaki ramay god bestow her with highest station of jannah amen,zikrejaana,2020-08-06,15:19:25,0,neutral,0.705617964,neutral,0.560951591,joy,0.942960978,positive,0.682306111,negative,0.443946719
329,our physical activity has been impacted at an incredible scale chronic stress and uncontrolled anxiety is spreading expeditiouslyread dr sara ahmeds tips on how to protect your physical and mental health during difficult times,HamHealthSci,2020-08-07,20:00:19,1,negative,0.539923251,negative,0.671674311,fear,0.419775844,positive,0.877126217,negative,0.471082777
330,i lost and i fell in love,AnaLohmann2,2020-08-08,0:27:07,0,neutral,0.862595081,negative,0.462314159,sadness,0.996992469,positive,0.995715559,negative,0.376151621
331,this made me tear up so so sad,catriona_hippma,2020-08-08,13:22:02,1,negative,0.968012094,negative,0.945401192,sadness,0.998184264,negative,0.837499619,negative,0.415489346
332,this makes no sense the issue is we cant always tell when death is going to happen people can die suddenly and your ongoing presence is central to the quality of life and well being of your father not a patient or family centered policy at all,AmitAryaMD,2020-08-08,14:31:37,1,negative,0.932568789,negative,0.856586933,joy,0.914855957,positive,0.842508972,negative,0.433765084
333,yes travel bans on asian countries and canada as well as other precautionary measures stopped sarscov from reaching pandemic status so interest in completing vaccine work was lostand were paying for that mistake now,wlharper1,2020-08-08,14:47:43,0,negative,0.85576725,negative,0.871799231,sadness,0.98631382,negative,0.999966621,negative,0.368709415
334,dr mohammad ashraf mir a frontline warrior has lost his battle to  this is indeed a terrible news to wake up to may allah bestow his soul with highest place in jannah and sabr e jameel to his family,zikrejaana,2020-08-09,3:23:52,1,negative,0.721512675,negative,0.736382782,sadness,0.993660748,negative,0.838051915,negative,0.50756526
335,as a brazilian it is very sad unfortunately the federal government doesnt care ,AnaLohmann2,2020-08-10,10:53:02,1,negative,0.981305301,negative,0.950695574,sadness,0.996928871,negative,0.999345243,neutral,0.352266252
336,heartbroken by this awful tragedy deepest condolences to the family friends and colleagues in the red deer community shaken by this senseless act of violence we mourn the loss of one of our own,DocSandyB,2020-08-11,13:40:33,1,negative,0.967869282,negative,0.940654576,fear,0.997068465,negative,0.887234986,negative,0.362043679
337,more overdose deaths than covid deaths in july in toronto last time i saw data the same was true for bc,DocDominik,2020-08-13,14:55:00,0,negative,0.892251432,negative,0.588487983,joy,0.754227579,negative,0.997474015,negative,0.483043432
338,shortly after this gene duplication the vasopressin system began to take shape and refine its specialized function osmoregulation transition of early life from sea to freshwater to land came with significant changes in osmotic stress image from ,DrFlashHeart,2020-08-13,17:04:28,0,neutral,0.962951899,neutral,0.86311096,joy,0.790875316,positive,0.886526883,negative,0.360046029
339,sothe tragedy of suffering amp death due to has been greatest in  and  of ltc health workers recently reported understaffing leading to neglect amp abandonment of the residentsbut our government chose to let pandemic pay end today wait what,AmitAryaMD,2020-08-14,17:59:58,1,negative,0.977664292,negative,0.912575066,sadness,0.938303709,negative,0.999887705,negative,0.621600151
340,add on despite the case numbers being similar to the first peak there is probably less unknown cases than during the first peak which may also explain the lack of increase in hospital admissions and deaths to date but we also know that the latter are delayed by  weeks,DocDominik,2020-08-14,19:20:26,0,negative,0.685924351,neutral,0.692239106,fear,0.988140345,negative,0.978470981,negative,0.36681959
341,appeal to the prime minister of quebec for quebecers with disabilities assistance in living not assisted suicidefull article,PaulSabaMD,2020-08-15,1:04:41,0,neutral,0.836753547,neutral,0.733984053,fear,0.494958371,negative,0.909356892,negative,0.426747561
342,appel au premier ministre du qubec au nom des qubcois handicaps aide la vie  pas de suicide assist,PaulSabaMD,2020-08-15,1:11:55,0,neutral,0.6831761,neutral,0.63210851,fear,0.450930327,positive,0.952747345,negative,0.36387527
343,our pediatric infectious disease specialist dr jacqueline wong has some answers for parents who are opting for inperson learning from how to ease mask anxiety to what alternatives are safe and available,mch_childrens,2020-08-17,15:27:46,0,neutral,0.682745099,neutral,0.728024602,joy,0.99720639,positive,0.994834065,positive,0.369039655
344,dr jacqueline wong a pediatric infectious disease specialist at  has some answers for parents who are opting for inperson learning from how to ease mask anxiety to what alternatives are safe and available,HamHealthSci,2020-08-17,22:38:01,0,neutral,0.749977231,neutral,0.736476898,joy,0.996540308,positive,0.964241385,negative,0.411446571
345,update from across the pond while the number of daily cases stays relative stable since midjune at around new cases per day the number of deaths continue to decline as also shown in the epi curve and rt provided by below deaths in green,DocDominik,2020-08-21,16:06:59,1,neutral,0.532618105,neutral,0.804999232,joy,0.986538291,negative,0.996169508,negative,0.358846575
346,sorry for your loss donald trump praying for you and your family during this time,PaulSabaMD,2020-08-22,0:34:06,0,neutral,0.573281109,neutral,0.594943881,joy,0.406161249,positive,0.63516587,negative,0.374230266
347,like the md quoted in this article ive been questioned as to whether its to my benefit to put on death certificates by no less a teammate on the bench while playing summer hockey coronavirus doctors battle another scourge misinformation,postgradw,2020-08-22,12:23:10,0,negative,0.827679455,negative,0.719692349,anger,0.729005098,negative,0.998715043,negative,0.411333591
348,symptom selfmanagement guides for people with kidney disease are now available online learn what causes symptoms such as anxiety and fatigue tips to manage symptoms and when to contact to your healthcare team,OntarioHealthOH,2020-08-25,14:58:49,0,neutral,0.947017729,neutral,0.720901847,joy,0.343355328,negative,0.507524312,positive,0.370703787
349,as a fellow palliative care doctor i couldnt agree with you more the words we use are so important chadwick bosemans death hits hard were all grieving today,AmitAryaMD,2020-08-29,14:18:30,0,negative,0.560744464,neutral,0.477810532,sadness,0.899431288,positive,0.990818918,negative,0.512900472
350,battling cancer  when someone dies from cancer this phrase suggests the person lost the fight surely if they had done something different or were stronger they could have beaten it far from the truth this phrase puts fault on the patient and not the disease words matter,JohnsonNeilG,2020-08-29,16:01:37,0,negative,0.960816145,negative,0.911177397,sadness,0.996112049,negative,0.667565405,negative,0.459538281
351,yes but death after surgery is incredibly well reported tef year after crt is poorly reported im not saying this is evidence for not doing crt simply underlining the fact that it is not a benign intervention for any patient elderly or not,DoctorJSpicer,2020-08-30,0:57:50,0,negative,0.896141648,negative,0.693318903,joy,0.994339406,negative,0.99993062,negative,0.433243215
352,kufa e ishq maimeri be chaargiapne baalon se chera chupaaye huehath baandhe huesar jhukaaye hue parveen shakir describes the situation of hazrat zainab rd after being disadvantaged of her hijaab needed to cowl her face together with her hair,zikrejaana,2020-08-30,15:36:36,0,neutral,0.969694495,neutral,0.806531489,sadness,0.991579175,negative,0.681818247,negative,0.375257283
353,opioid overdosing is the third leading cause of death in ontariotoday on  learn how you can save a life using naloxone an opioid antidote available for free in ,HamHealthSci,2020-08-31,18:19:42,0,negative,0.731039405,neutral,0.493961424,joy,0.900931299,negative,0.999704182,negative,0.438824028
354,today international overdose awareness day aims to raise awareness of overdose and reduce the stigma of drugrelated deaths,OntarioHealthOH,2020-08-31,20:26:38,0,positive,0.667503536,neutral,0.6162076,joy,0.968608499,positive,0.988620818,negative,0.435190946
355,over the last decade there has been a rise in the rate of opioidrelated deaths hospitalizations and ed visits there has also been a growth in the rates of opioid use disorder however the rates of opioid prescription are now decreasing due to the work done in the sector,OntarioHealthOH,2020-08-31,20:35:50,0,negative,0.86607343,neutral,0.495658517,sadness,0.668365479,positive,0.95639658,negative,0.509936333
356, antiviral antibodies against sarscov did not decline within months after diagnosis we estimate that the risk of death from infection was  and that  of persons infected with sarscov in iceland were not diagnosed by qpcr,DocDominik,2020-09-01,21:19:59,0,neutral,0.501677215,neutral,0.66759944,fear,0.952416599,negative,0.998277545,negative,0.400352836
357,bem vindo de volta  muito feliz por vc dr gilberto  grande abrao e muita sade sempre ,RicardoOnco,2020-09-02,3:18:51,0,neutral,0.94630897,neutral,0.833886981,joy,0.877714336,negative,0.563180685,positive,0.343468219
358,today a focus on mental health is more critical than ever no one is immune to the stress caused by the pandemic thats why fundraising initiatives like the virtual benefiting womens mental health care at msh is more important than ever,OakValleyHealth,2020-09-02,21:54:18,1,neutral,0.608393908,positive,0.580662072,joy,0.800818801,positive,0.896575153,positive,0.376554281
359,see you in the saddle next year ,PackerTamar,2020-09-03,2:56:55,0,neutral,0.818010867,neutral,0.696886361,joy,0.950801969,positive,0.997902751,negative,0.335660607
360,this time of year is always filled with a bit of anxiety about the start of school covid heightens that which is why we launch today our back to school site today check out the great tips tricks and advice from our child health leaders,BrucePSquires,2020-09-03,14:24:02,1,neutral,0.721018255,positive,0.651848257,joy,0.854687393,positive,0.973763227,positive,0.402510852
361,trouble is the nuances get lost on many especially on those not in the profession steroids only benefit the very ill covid pts typically ones that require hospital admission and especially requiring ventilator support not everyone with the disease,postgradw,2020-09-03,14:27:39,0,negative,0.914460957,negative,0.759347558,sadness,0.926434755,negative,0.99984467,negative,0.443962544
362,to support a safe return to school experts from have created a series of videos for families find resources on masking distancing hand washing easing your childs anxiety and supporting children with autism,HamHealthSci,2020-09-03,14:39:45,0,positive,0.745535135,positive,0.651993454,joy,0.714826584,positive,0.645102441,positive,0.368394822
363, as an example bc has  the number of ltc residents compared to ontario but they have had only th of the deaths,AmitAryaMD,2020-09-03,14:57:10,0,negative,0.827177882,neutral,0.645736933,fear,0.341111749,negative,0.721558273,negative,0.425863475
364,very interesting thread on how israel first managed and then lost interest in managing covid and some of the key factors that played into these decisions time to stop blaming school reopening for what happened in israel my interpretation ht,DocDominik,2020-09-04,14:35:05,0,neutral,0.679731965,neutral,0.542664111,sadness,0.862633586,positive,0.991745412,neutral,0.374059349
365,tum se to khair ghari bhar ki mulaqat rahi log sadiyon ki rafaqat ko bhula dete hain a little friend came to say hello,zikrejaana,2020-09-04,15:01:30,0,neutral,0.939183116,neutral,0.860644937,joy,0.888728321,positive,0.988748908,neutral,0.477384508
366,its normal for times of uncertainty to take a toll on a persons mental health these coping strategies can help talking to children about covid radical acceptance managing schoolrelated anxiety amp more,mch_childrens,2020-09-05,12:59:00,0,neutral,0.923056245,neutral,0.560140193,joy,0.727753818,positive,0.993317008,negative,0.403703064
367,great suggestion by to link assessment centres to schools for medical advice when dealing w students suspected of having  will stress on principals amp the burden on primary care providers has adopted a similar model,allan_k_grillMD,2020-09-05,16:57:14,0,neutral,0.636406958,neutral,0.567385137,fear,0.966763198,positive,0.985259056,positive,0.390703261
368,sadly the socalled experts in the ministry of ltc who had the power to allow family caregivers in months ago didnt realize this as well really speaks to a complete failure of resident and family engagement in this sector as well as lack of accountability,AmitAryaMD,2020-09-06,14:39:47,0,negative,0.966150343,negative,0.87685132,sadness,0.798100352,negative,0.999948025,negative,0.404537916
369,cathy is so right as a physician leader i am supported and empowered in my hospital roles by structure governance and accountability the community sadly is devoid of all,PackerTamar,2020-09-07,13:40:14,1,positive,0.765901148,positive,0.80958122,joy,0.972607791,positive,0.990919232,positive,0.398461312
370,the recent documented rate is even higher in alberta at   and  nationally  suicide is the leading cause of late maternal deaths with direct obstetric causes,catriona_hippma,2020-09-07,13:46:57,1,negative,0.938746631,negative,0.839239776,fear,0.594613135,negative,0.987140894,negative,0.639698565
371,got to play with at the  as charming on the felt as he was on  pokers greatest ambassador will be missedrip and condolences to his family amp friends,wlharper1,2020-09-07,14:19:11,0,positive,0.961735904,positive,0.778194487,sadness,0.957069159,positive,0.997692585,positive,0.353940547
372,we know it can be scary for children to visit the hospital with making masks mandatory not seeing your health care workers face can make a visit even more stressful our paediatricians are wearing buttons with their nonmasked faces to help reduce fear,OakValleyHealth,2020-09-08,14:00:29,0,negative,0.587523282,negative,0.831224978,sadness,0.965750694,negative,0.88791877,negative,0.36317724
373,this is so sad  social connection is essential for life,AmitAryaMD,2020-09-08,23:52:38,0,negative,0.924015403,negative,0.706830204,sadness,0.966859818,negative,0.969521821,positive,0.502449512
374,to support a safe return to school our experts have created a series of videos for families on topics including masking distancing hand washing easing your childs anxiety and supporting children with autism,mch_childrens,2020-09-09,0:11:01,0,positive,0.852216482,positive,0.704611361,joy,0.736105561,positive,0.990634441,positive,0.386540592
375,only countries reported cases and deaths by sex but in order to inform and shape inclusive policies and investments for the pandemic response we need sex and age disaggregated data,DrLoriBrotto,2020-09-09,17:27:29,0,negative,0.6599195,neutral,0.678392351,joy,0.930589259,positive,0.618170023,negative,0.421400517
376,more cdn youth die by suicide than the next diseases combinedon please know that the team is here for you amp through the support of we are helping to lead a multisite trial of a youth suicide prevention program,BrucePSquires,2020-09-10,21:31:15,0,neutral,0.547386885,neutral,0.509987414,joy,0.951594472,positive,0.987271607,negative,0.378852159
377,tough loss but congrats to boston was a good run thanks for bringing some light into a very dark  next year,wlharper1,2020-09-12,4:10:25,0,positive,0.966112733,positive,0.950710356,joy,0.978931963,positive,0.987554073,negative,0.487215281
378,thats weirdas a good habs fan you should now be immune against the pain of playoffs game loss,sebpoule,2020-09-12,11:53:03,0,neutral,0.583208442,negative,0.742166281,joy,0.955314815,positive,0.990025759,neutral,0.372732252
379,on th muharram imam zayn alabidin was poisoned to death and was buried next to his uncle imam hasan in albaqi cemetery in medinaafter his death many people discovered their livelihoods had come from him,zikrejaana,2020-09-13,15:26:25,0,neutral,0.756306589,negative,0.783205748,anger,0.645829797,negative,0.992856145,negative,0.608529389
380,as cases creep up we fear schools hospitals amp testing centres becoming overwhelmed and lets not forget with  deaths so far this sector is still woefully unpreparedgovernment inaction will cost lives,AmitAryaMD,2020-09-14,14:42:56,1,negative,0.980044425,negative,0.94513905,fear,0.935148478,negative,0.9980039,negative,0.434912145
381,sad news for the students but makes sense most can be taught virtually curious what all the students will be doing who just moved to hamilton,DocDominik,2020-09-14,18:16:56,0,neutral,0.530186713,neutral,0.626000404,surprise,0.986436665,positive,0.971344769,negative,0.448923171
382,as worries grow for a second wave of covid in canada the impact world wide is striking over reported deaths k in the us alone this is real we cannot become complacent just because we are th on the global list,JohnsonNeilG,2020-09-16,0:51:45,1,negative,0.889567077,neutral,0.505970716,joy,0.875243068,positive,0.982696176,negative,0.385187089
383,where they exist that is a sad but alltoonecessary qualifier,MatthewOughton,2020-09-17,11:43:04,0,negative,0.924154103,negative,0.789504886,joy,0.55722928,negative,0.792969763,negative,0.387406379
384,life and death in the icu an oral history,JohnsonNeilG,2020-09-18,0:52:50,0,neutral,0.926943302,neutral,0.704190969,joy,0.662335098,positive,0.999253094,neutral,0.429000497
385,its normal to be angry about the cancellation of events loss of income disruptions in routines inability to connect with others and much more due to covid before anger escalates consider these strategies from psychologist dr karen zhang,HamHealthSci,2020-09-22,10:57:00,0,negative,0.912361085,negative,0.700155616,anger,0.99515754,negative,0.983576953,negative,0.412038982
386,healthcare professionals stress and burnout are very real effects of  support is available learn what free confidential services you can access on your own with peer support or with a clinician,OntarioHealthOH,2020-09-23,13:05:19,1,neutral,0.767266989,neutral,0.60825491,joy,0.734950364,positive,0.970527649,negative,0.630851448
387,when discussing excess mortality of covid by age group its helpful to look at countries that did not control the virus in the general population the reason that your qc chart looks great is because the rapid public health response protected us but sadly failed our seniors,lisa_iannattone,2020-09-23,13:53:59,0,negative,0.803082883,neutral,0.431595087,joy,0.990538597,negative,0.644901037,negative,0.413459122
388,this graph seems to contradict multiple other sources sweden has one of the worst per capita covid death rates in the world and their excess mortality curves reflect that the young were not as spared as in countries with stricter public health measures,lisa_iannattone,2020-09-23,14:02:53,0,negative,0.919581354,negative,0.930949807,sadness,0.956257224,negative,0.999870181,negative,0.468621075
389,in the second video in our youth suicide prevention series psychologist amanda dyson sends a message to caregivers who are doing their best to keep their children safe,HamHealthSci,2020-09-23,16:53:11,0,neutral,0.763773263,neutral,0.554580212,joy,0.984201014,positive,0.990399897,negative,0.406107068
390,in the second video in our youth suicide prevention series psychologist amanda dyson sends a message to caregivers who are doing their best to keep their children safe,mch_childrens,2020-09-23,19:05:02,0,neutral,0.763773263,neutral,0.554580212,joy,0.984201014,positive,0.990399897,negative,0.406107068
391,fauci continues as a stalwart following science others make this hard it should be straightforward follow the science unfortunately our public health leaders have to dodge politics personal attacks death threats pseudoscience amp misinformation in service to us,JohnsonNeilG,2020-09-23,21:19:27,0,negative,0.689449906,neutral,0.540875733,anger,0.94281733,negative,0.94087404,negative,0.409329295
392,absolutely we did this a few years ago and it seems the list was lost to follow up better still secure messaging is an oht deliverable,PackerTamar,2020-09-24,1:15:30,0,neutral,0.745350361,neutral,0.630746365,joy,0.708495021,negative,0.984283447,positive,0.436346292
393,yep lost to follow up can you lead this as an ohthht initiative please,PackerTamar,2020-09-24,1:16:58,0,neutral,0.68751651,neutral,0.766021729,joy,0.960348666,negative,0.841100454,negative,0.423761457
394,for years medical complexity amp acuity in have been risingand with all the issues associated with aging suffering advanced illness amp psychosocial distress why is it that so few geriatricians and palliative care physicians work in ltc,AmitAryaMD,2020-09-24,16:55:39,1,negative,0.89652437,negative,0.718893528,sadness,0.896122873,positive,0.996714473,neutral,0.436331004
395,i had lost a toe back in the spring due to poor circulation and i didnt want to lose my foot or my leg too,HamHealthSci,2020-09-25,1:11:00,0,negative,0.945901275,negative,0.797884107,sadness,0.997006357,positive,0.981625259,negative,0.405260146
396,meet meher batliwalla a physiotherapist at msh since the early s one of the most rewarding aspects of my job is to help patients get back on their feet while supporting them both physically and emotionally read more,OakValleyHealth,2020-09-25,14:30:22,0,positive,0.961190224,positive,0.968293905,joy,0.998963594,positive,0.994952798,positive,0.387072474
397,we are testing more broadly and capture cases in younghealthy we would not have back then we would only have tested those at highest risk and with the most severe symptoms hence only a relatively short delay from cases increasing to hospitalicu admissions and death,DocDominik,2020-09-27,12:53:33,1,neutral,0.632009268,neutral,0.652997851,sadness,0.511371195,negative,0.982120574,negative,0.362466246
398,i dont get it requesting iv shouldnt disqualify an admission to a to a pcu palliative care has to be delivered according to a patients need and being flexible to individual visits during the pandemic whatever happened to personcentred care and compassion how sad,DocSandyB,2020-09-27,21:04:20,0,negative,0.83313787,negative,0.806307197,joy,0.843985677,negative,0.997262597,negative,0.357226729
399,agree  positivity is not complete loss of control but it has steadily been trending in the wrong direction i would love to see data on what proportion of new cases are fully contact traced within hours my suspicion is that rate has been steadily decreasing,MatthewOughton,2020-09-28,13:08:16,1,negative,0.880187452,negative,0.511644661,anger,0.569603741,negative,0.999948382,negative,0.548467457
400,if you are listening to opera or scandinavian death metal loud screeching is normal but if your choice of music is more classical not so much,MatthewOughton,2020-09-28,23:33:38,0,neutral,0.90212822,neutral,0.651873529,joy,0.994989216,negative,0.998300374,neutral,0.352348238
401,no mention today of the horrific failures of wave in with deaths why did we not act earlierwhy are we not legislating minimum staffing ratios and why are we funding forprofit homes for capital repairs when shareholders are making profits,AmitAryaMD,2020-09-29,18:37:24,1,negative,0.973946631,negative,0.889188409,sadness,0.492706895,negative,0.999433696,negative,0.459418148
402,nearly ontarians attended the town hall to raise the alarm that ontario children are victims of a health care crisis that the covid pandemic is only making worse for some its a matter of life and death listen here,mch_childrens,2020-09-29,20:03:00,1,negative,0.962914765,negative,0.948791802,fear,0.476618141,negative,0.809902251,neutral,0.39554587
403,when will health care consider racism a like we do for other critical patient safety issues indigenous woman records slurs taunts of quebec hospital staff before her death,JohnsonNeilG,2020-09-30,11:50:18,1,negative,0.844223797,negative,0.778643608,anger,0.977800727,negative,0.997913539,negative,0.389926344
404,how appropriate and meaningful to see an orange shirt on a child a reminder of what indigenous children and their families lost through the residential school experience,JohnsonNeilG,2020-09-30,13:55:57,0,neutral,0.691037595,neutral,0.544773459,sadness,0.995056033,positive,0.99979347,positive,0.362219602
405,wishing you guys the best i know its stressful,durocher1,2020-10-01,0:22:53,0,positive,0.788873911,positive,0.746726155,sadness,0.976594388,positive,0.901403427,negative,0.429282218
406,i wonder if this is a selection criteria in some places  agree this sets people for burnout   and i have never seen my letters of reference so i hope they did better than that,RicardoOnco,2020-10-01,10:47:38,1,negative,0.863102138,negative,0.596227586,joy,0.97239852,negative,0.999255002,negative,0.377738029
407,a very sad case that is unfortunately all too familiarhoping this serves as an eyeopener amp triggers change launched after atikamekw woman records quebec hospital staff uttering slurs before her death  cbc news,A_F_Hegazy,2020-10-01,12:02:49,1,negative,0.955280364,negative,0.831709266,fear,0.397957742,negative,0.641894042,negative,0.512304962
408,sadly not it was precisely asked by his doc,sebpoule,2020-10-01,21:23:27,0,negative,0.868546605,negative,0.600690067,anger,0.979108751,negative,0.983188689,negative,0.394158512
409,just wait moms eyes of death are coming,tzippymfa,2020-10-02,14:12:29,0,negative,0.945384681,neutral,0.540118992,anger,0.615040421,negative,0.993068218,negative,0.48175624
410,canadian case counts started escalating a few weeks back is this the early sign that death counts are also rising social behaviour comes before infection which occurs before serious outcomes changes needed in social behaviour in hotspots in ontario,JohnsonNeilG,2020-10-04,13:02:07,1,negative,0.927673042,negative,0.724565029,joy,0.414384454,negative,0.830906093,negative,0.41448167
