,Unnamed: 0,TWEET,USERNAME,DATE,TIME,MANUAL,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
111,111,the notion that death could be diagnosed in the brain didnt emerge until after the advent of the modern ventilatorthe new death was an ethical choice masquerading as a medical factto me brain deatheath but an important philosophical question,KateMckMD,2019-01-12,23:36:26,0.0,neutral,0.574584007,neutral,0.511018097,joy,0.882451415,negative,0.863232791,negative,0.416459024,negative
112,112,as a pharmacist by training all i can say thats sad a note to the college should be in order,JohnsonNeilG,2019-01-13,13:01:43,1.0,negative,0.920225859,negative,0.757870078,sadness,0.998046875,negative,0.643435657,negative,0.360998154,negative
113,113,the trust and support our patients have for our team of cardiac surgeons is not lost on people like resident surgeon dr saurabh gupta,HamHealthSci,2019-01-14,21:08:00,0.0,positive,0.978889108,positive,0.733231723,sadness,0.995692909,positive,0.996762037,positive,0.565838873,positive
114,114,the tool is opening up conversations with seniors and normalizing mental health discussions head over to quorum and read how is successfully identifying and addressing symptoms of depression among seniors with the phq tool,OntarioHealthOH,2019-01-15,19:15:16,0.0,neutral,0.699366808,neutral,0.618623912,joy,0.963699043,positive,0.974736631,positive,0.356624901,neutral
115,115,despite what many may suspect the plastic surgeons conducting the survey found that the loss of ideal breast shape was not significantly linked with pregnancy weight gain or a history of breastfeeding,JeromeEdelstein,2019-01-16,14:33:54,0.0,neutral,0.618363202,neutral,0.761334121,joy,0.983373523,negative,0.998254001,positive,0.340190947,neutral
116,116,learn how and are improving care for patients with major depression using on quorum,OntarioHealthOH,2019-01-16,20:45:16,1.0,neutral,0.675005257,positive,0.598863006,joy,0.966807544,positive,0.997904062,positive,0.349540085,positive
117,117,recently saw patient with advanced als profound symptoms eg dyspnea anxiety secretions for months suffering became too hard to tolerate and then patient asked for maid only this triggered an urgent consult this cant be the standard of care,AmitAryaMD,2019-01-16,21:13:23,0.0,negative,0.932120979,negative,0.948072374,anger,0.760429263,negative,0.998215318,negative,0.412440062,negative
118,118,one of the greatest harms of over treatment and overdiagnosis may be loss of trust more is not always better a great article from ,AmitAryaMD,2019-01-18,11:21:58,0.0,negative,0.920083582,negative,0.614249229,joy,0.750555158,negative,0.787564456,negative,0.593815207,negative
119,119,as per the us ambassador there are two sides of the science better known as democratization of facts,AmitAryaMD,2019-01-22,17:18:08,0.0,positive,0.696432292,neutral,0.844578266,joy,0.989937663,negative,0.557471573,neutral,0.509316087,neutral
120,120,agreed reminded of the following quote from pioneer dr neil macdonald a number of symptom complexes are not simply markers of progressive illness but in their own right may adversely affect the course of illness pain can kill so may depression,AmitAryaMD,2019-01-23,2:16:28,0.0,neutral,0.903596997,negative,0.751512229,joy,0.713024437,positive,0.977374732,negative,0.451447099,negative
121,121,sad to this myth still exists pain relief is not just for eol but should be prescribed earlier remember pain kills need to educate on proper opioid prescribing practices and differentiating opioid side effects toxicity and overdose not the same,AmitAryaMD,2019-01-23,11:56:58,0.0,negative,0.786907315,negative,0.82558465,joy,0.752248108,negative,0.997083008,negative,0.423760504,negative
122,122,i agree social inequities much more apparent towards eol lifelimiting illness can in itself result in job loss in addition to ambulance have seen that patientcaregiver cannot afford parking agreed is a pioneer and we are lucky to work with him,AmitAryaMD,2019-01-25,11:17:48,0.0,negative,0.611520231,negative,0.437273204,joy,0.998472631,positive,0.99080044,negative,0.446660578,negative
123,123,why suicide is falling around the world and how to bring it down more  staying alive,JohnsonNeilG,2019-01-27,14:56:55,0.0,negative,0.938032687,negative,0.546320677,joy,0.884455442,negative,0.608637154,negative,0.479114503,negative
124,124,leading health care organizations declare physician burnout as public health crisis  news  harvard th chan school of public health not surprised with all the brainpower devoted to the task emrs must get better  quick,drzieglergyn,2019-01-28,2:20:29,1.0,negative,0.764940321,neutral,0.506795406,surprise,0.989733517,negative,0.991385698,negative,0.509091079,negative
125,125,did you know family and other informal caregivers of home care clients in who received care for more than two months are increasingly distressed learn more in measuring up ,OntarioHealthOH,2019-01-30,13:30:34,1.0,negative,0.856333137,negative,0.597922266,fear,0.997134089,negative,0.95206356,negative,0.362878323,negative
126,126,this we must follow those like who shared her experience of depression at msh its time to talk amp help women in our community by joining us for unionville off w letsgo,OakValleyHealth,2019-01-30,14:50:10,0.0,neutral,0.77693671,neutral,0.532955945,sadness,0.448488712,positive,0.898837924,negative,0.426128149,neutral
127,127,craig struggling with his own health problems and busy life became a caregiver for his mother lois in her final weeks of life read their story to learn about the gaps in  the distress this causes caregivers,OntarioHealthOH,2019-01-30,15:01:23,0.0,negative,0.617052853,neutral,0.485016733,sadness,0.979372919,positive,0.993698597,negative,0.437123984,negative
128,128,hey moms check out this emotional strengths finder  identify your strengths instead of shoulding all the time,catriona_hippma,2019-01-31,1:19:54,0.0,neutral,0.944584429,neutral,0.648612678,sadness,0.994413853,positive,0.997738481,neutral,0.432416677,neutral
129,129,addressing legal issues can almost always alleviate stress that may be hindering our clients ability to improve their health learn how s health justice initiative is partnering with the legal system on quorum,OntarioHealthOH,2019-02-01,15:10:22,0.0,neutral,0.582121611,neutral,0.488797009,joy,0.995629549,positive,0.99494642,neutral,0.367864311,neutral
130,130,thank you to all the parents who came out to the launch of our msh mom amp dad ambassador program you are important members of the msh community and were honoured to be there for you as your families grow,OakValleyHealth,2019-02-01,15:50:57,0.0,positive,0.991628766,positive,0.983748198,joy,0.99768436,positive,0.970528662,positive,0.398233593,positive
131,131,best wishes to the joyce family on the death of ron joycemany thanks to ron and the joyce family foundation for your philanthropy,TKarachi_MD,2019-02-01,18:01:55,0.0,positive,0.948318064,positive,0.926822543,joy,0.89467752,positive,0.982519746,positive,0.591786385,positive
132,132,a must read thread almost all patients have a progressive life limiting illness and the ltc will be their place of death staff not trained in and resources too few frail marginalized and vulnerable population,AmitAryaMD,2019-02-02,13:00:59,0.0,negative,0.92530489,negative,0.664910138,sadness,0.966848195,positive,0.979655266,negative,0.390095204,negative
133,133,there is not a single answer we need more staffing in and better training in  we need more but it will never be a  service thus a focus on and a approach to death dying and loss may be the most important,AmitAryaMD,2019-02-02,16:19:07,1.0,negative,0.507700264,neutral,0.494606823,sadness,0.563879848,negative,0.987633705,negative,0.491917014,negative
134,134,just finished reading s a house in the sky having picked it up an hour after hearing her speak in person i have never had a book jolt me so emotionally before i vow today to heighten my appreciation for every small gift in my life thank you amanda,DrLoriBrotto,2019-02-05,15:09:40,0.0,positive,0.940069616,positive,0.981862485,love,0.759990275,positive,0.99371475,positive,0.365318954,positive
135,135,we will be wrapping up shortly any closing thoughts  key points you want to stress about quality standards,OntarioHealthOH,2019-02-05,18:54:20,0.0,neutral,0.841337621,neutral,0.883928955,joy,0.99185586,positive,0.875139236,negative,0.434577972,neutral
136,136,a approach would involve amp reduction as a society we have deskilled ourselves to look after the seriouslly ill and their caregivers death and bereavement should be a societal issue and less so a medical problem,AmitAryaMD,2019-02-06,12:12:02,1.0,negative,0.937516212,neutral,0.508622169,sadness,0.517024219,negative,0.993914306,negative,0.361846328,negative
137,137,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-06,17:00:26,0.0,neutral,0.945676923,neutral,0.792818785,joy,0.590370595,negative,0.920894861,neutral,0.367954373,neutral
138,138,our sln will greet you and your family and escort you to the surgical assessment and discharge unit sadu while providing valuable information about the program and what to expect during your stay with us you will have the opportunity to ask and have your questions answered,OakValleyHealth,2019-02-06,19:54:53,0.0,neutral,0.864798605,positive,0.801219106,joy,0.998212218,positive,0.998725951,positive,0.426721632,positive
139,139,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-07,0:00:20,0.0,neutral,0.583903491,neutral,0.834866881,joy,0.993948936,negative,0.901735485,neutral,0.354230046,neutral
140,140,vinay prasad a wakeup call for the medical profession  the bmj,postgradw,2019-02-08,17:53:02,0.0,neutral,0.960624993,neutral,0.841765463,joy,0.599807322,positive,0.680146754,neutral,0.357666433,neutral
141,141,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-08,21:15:15,0.0,neutral,0.939543068,neutral,0.677879691,joy,0.974637687,positive,0.994483531,negative,0.35809043,neutral
142,142,see the draft quality standard and accompanying patient guide for early complications and loss and tell us what you think by february ,OntarioHealthOH,2019-02-09,19:55:08,0.0,neutral,0.919573307,neutral,0.773977697,joy,0.878640175,negative,0.97513479,positive,0.357145339,neutral
143,143, theres no debate doesnt hasten death in fact for cancer pts it prolongs life even sedation doesnt hasten death the myth that a palliative approach shortens life eg via opioid use and is giving up is something we combat everyday,AmitAryaMD,2019-02-10,12:47:34,0.0,negative,0.785135746,negative,0.668016672,anger,0.605882466,negative,0.981786311,negative,0.375740498,negative
144,144, anecdotally have had several cases where wellmeaning specialists didnt recognize needs early by the time we saw it was too late to request maid pt had lost capacity and had suffered greatly no one had talked about eol planning before me,AmitAryaMD,2019-02-10,12:50:26,0.0,negative,0.807939827,negative,0.821601272,sadness,0.996967494,negative,0.999768078,negative,0.355049074,negative
145,145,wonderful to hear of your daughters interest in  its definitely a complex issue and discussion is always welcome once again well established research shows medications interventions etc never hasten death either neutral or lifeprolonging,AmitAryaMD,2019-02-10,15:30:43,0.0,positive,0.654640317,positive,0.812779069,joy,0.998976111,positive,0.975883663,negative,0.453316152,positive
146,146,actually only of the are saved by the screening which is traded off with of the false positives dying as a result of testing so only  actually benefit from the screening at a cost of hundreds experiencing further unnecessary testing and anxiety,postgradw,2019-02-11,5:19:46,0.0,negative,0.943539739,negative,0.596382201,sadness,0.975893617,negative,0.999332964,negative,0.38468954,negative
147,147,totally agree part of a approach to death dying and loss,AmitAryaMD,2019-02-11,11:47:49,0.0,negative,0.820457757,neutral,0.567722201,joy,0.8019979,positive,0.859749615,negative,0.361596197,negative
148,148,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-11,19:00:26,0.0,neutral,0.945676923,neutral,0.792818785,joy,0.590370595,negative,0.920894861,neutral,0.367954373,neutral
149,149,agreed alongside public education to support death dying and loss in the community we must also educate all health care providers with basic training in ,AmitAryaMD,2019-02-12,14:12:34,1.0,negative,0.623399973,neutral,0.664233088,joy,0.987284601,positive,0.983965158,positive,0.384341121,positive
150,150,what was your experience during your pregnancy complication or loss would this guide have helped you interact with your health care providers tell us what you think by february ,OntarioHealthOH,2019-02-13,0:00:46,0.0,neutral,0.888546348,neutral,0.886826217,joy,0.973442316,positive,0.606608033,neutral,0.350239992,neutral
151,151,its what happens on the journey to death which may last years that can be hard yet concerns itself primarily with the  not the ,AmitAryaMD,2019-02-13,11:55:28,0.0,neutral,0.711759388,neutral,0.512290657,anger,0.916668117,positive,0.843545198,negative,0.376966238,neutral
152,152,even deep sedation does not seem to shorten life i do respect how this may not be important for many patients amp caregivers at eol yet there are many who are still fearful that hastens death and implies giving up,AmitAryaMD,2019-02-14,11:07:45,0.0,negative,0.702498555,negative,0.74905163,fear,0.99719727,negative,0.861100912,negative,0.385275632,negative
153,153,its have your lips lost some of their natural volume have you noticed that your lipstick just doesnt stay on the way it used toa subtle lip plump with filler,JeromeEdelstein,2019-02-15,15:25:08,0.0,negative,0.782032907,negative,0.706489265,joy,0.854148984,negative,0.999964118,negative,0.340280622,negative
154,154,his warnings of the medicalisation of life and death runaway costs ever declining value patients reduced to consumers growing empires of doctors other health workers and researchers and the industrialisation of healthcare have come truewow,AmitAryaMD,2019-02-18,0:57:09,0.0,negative,0.782330155,negative,0.487862378,sadness,0.971562326,positive,0.789635599,negative,0.475709438,negative
155,155,sad these issues are complex and require collaboration amp open discussion rather than stigmatization i am happy to be your friend  but seriously do try a beyond meat burger if you havent already ,AmitAryaMD,2019-02-20,1:17:47,0.0,neutral,0.670735538,positive,0.534619451,sadness,0.515669167,negative,0.565007508,positive,0.344370484,positive
156,156,a bit of an exaggeration my friend since jihadis have resulted in the death of many innocent people mostly muslims themselves around the world some vegans may be annoying yet have killed no one that i know of,AmitAryaMD,2019-02-20,1:21:55,0.0,negative,0.970023274,negative,0.926495194,joy,0.727170229,positive,0.773228943,negative,0.409368604,negative
157,157,very grateful to hear your perspective thank you we definitely need to increase supports in the community we need to remove stigmas around death and dying is not just endoflife care,AmitAryaMD,2019-02-20,1:34:20,0.0,positive,0.94560194,positive,0.86983639,joy,0.924056172,positive,0.965278149,negative,0.373296112,positive
158,158,start by developing rapport first listen to the patient amp family their perspectives hopes fears understand cultural amp religious valueswhen timely discuss as a postdeath attempt at revival not effective if the heart dies last discuss poor qol in the icu,AmitAryaMD,2019-02-20,2:20:01,0.0,neutral,0.856096089,neutral,0.519515574,joy,0.970330179,negative,0.746045232,neutral,0.365715444,neutral
159,159,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-21,0:00:25,0.0,neutral,0.583903491,neutral,0.834866881,joy,0.993948936,negative,0.901735485,neutral,0.354230046,neutral
160,160,people with experience pain amp emotional distress at levels similar to people with cancerindividuals with frailty often expressed a preference for reduced intervention but these preferences were not always observed at critical phases of care cc,AmitAryaMD,2019-02-22,1:29:38,0.0,neutral,0.81507647,negative,0.519785225,sadness,0.496070385,negative,0.827519655,negative,0.389535785,negative
161,161,re clare gerada we need a complaints code of conduct  the bmj you got that right colleges and hospitals that encouraging patients to complain is a major reason for physician burn out and even worse physician suicide who sticks up for us,drzieglergyn,2019-02-22,2:57:08,1.0,negative,0.858604133,negative,0.842133403,anger,0.903994918,negative,0.800603688,negative,0.591048956,negative
162,162,clinicians perceive patient and family factors as the most important barriers to discussionsour findings highlight the potential for high levels of anxiety or even denial faced by patients with advanced ,AmitAryaMD,2019-02-22,10:00:45,0.0,negative,0.785470068,negative,0.6584692,joy,0.756226897,positive,0.925831378,negative,0.535908043,negative
163,163,in the spectrum between alive and dead we set the threshold and we can do so in response to biological ethical and even practical considerations death is not a binary state or a simple biological fact but a complex social choice,AmitAryaMD,2019-02-22,10:18:57,0.0,neutral,0.897308528,neutral,0.818878591,joy,0.962337554,positive,0.99887234,negative,0.365821123,neutral
164,164,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-22,16:00:36,0.0,neutral,0.939543068,neutral,0.677879691,joy,0.974637687,positive,0.994483531,negative,0.35809043,neutral
165,165,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-22,19:00:36,0.0,positive,0.546670616,neutral,0.643820226,sadness,0.62443912,negative,0.986385405,positive,0.444368869,positive
166,166,heightened distress is associated with worse patient outcomes in terms of worse healthrelated quality of life lesser treatment adherence lower satisfaction with care and possibly lower survival,AmitAryaMD,2019-02-25,1:30:10,0.0,negative,0.979525089,negative,0.950933576,sadness,0.548919261,negative,0.999373615,negative,0.476859927,negative
167,167,we are working on a draft quality standard and patient guide with the pregnancy and infant loss network  tell us how this draft could be better by february ,OntarioHealthOH,2019-02-25,13:51:45,0.0,neutral,0.754253089,positive,0.541235149,joy,0.989209592,negative,0.978346288,neutral,0.338793576,neutral
168,168,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-25,18:45:15,0.0,positive,0.546670616,neutral,0.643820226,sadness,0.62443912,negative,0.986385405,positive,0.444368869,positive
169,169,looking for your feedback two draft quality standards outlining quality care for people with anxiety disorders and obsessivecompulsive disorder tell us what you think before march ,OntarioHealthOH,2019-02-25,19:49:57,0.0,neutral,0.939840019,neutral,0.621010303,fear,0.986507893,negative,0.890647292,neutral,0.40941596,neutral
170,170,this shouldnt be happening we are not treating numbers on a screen but human beings we should always provide symptom management regardless of the stage of the illness as you have mentioned absolutely critical to ensure a good death,AmitAryaMD,2019-02-26,2:11:24,1.0,negative,0.536868215,negative,0.641136765,joy,0.981511533,negative,0.995968461,negative,0.373883098,negative
171,171,we cant thank our musical volunteers enough for helping to ease the stress of our patients and their families,mch_childrens,2019-02-26,21:53:30,0.0,positive,0.991900563,positive,0.927253366,joy,0.994603455,positive,0.969212174,positive,0.464823276,positive
172,172,we work very much as a team and their is no subservience it all depends on the needs values and beliefs of the patient and family regardless of prognosis i still do agree strongly that above all else we need to ensure the patient has a good death,AmitAryaMD,2019-02-27,1:36:14,0.0,neutral,0.524257421,positive,0.620292366,joy,0.995819032,positive,0.997398257,positive,0.35116595,positive
173,173,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-28,15:30:32,0.0,positive,0.546670616,neutral,0.643820226,sadness,0.62443912,negative,0.986385405,positive,0.444368869,positive
174,174,can present in many ways specific phobias social anxiety generalized anxiety panic disorder and agoraphobia how can an make health care better share your thoughts by march ,OntarioHealthOH,2019-02-28,18:00:45,0.0,neutral,0.73237431,neutral,0.632790446,fear,0.633126378,negative,0.903035104,neutral,0.349480331,neutral
175,175,agreed as per the average life expectancy of a person when admitted to is about years for almost everyone the ltc is their last home prior to death i feel that we should change the name to longterm unit,AmitAryaMD,2019-03-03,1:31:15,0.0,neutral,0.933310747,neutral,0.786513686,joy,0.913152218,positive,0.60614264,negative,0.350558817,neutral
176,176,staff are continually faced with the presence of death with a number of factors influencing how their experi ence with is managed,AmitAryaMD,2019-03-03,12:55:21,1.0,negative,0.903683782,negative,0.497751266,sadness,0.510603964,negative,0.881059587,negative,0.557865679,negative
177,177,interesting article from on physicians choosing to work parttime burnout and professional fatigue continue to be issues worth talking about,allan_k_grillMD,2019-03-03,14:44:54,1.0,neutral,0.565552413,positive,0.602534235,joy,0.988211334,negative,0.510983586,negative,0.503228962,negative
178,178,sadly failure to accrue to sbrt vs surgery trials is one of the great failures of the thoracic oncology community and is an unfortunate byproduct of market effects in medical decision making now we have to put up with these pointless debates for the next few years,DoctorJSpicer,2019-03-05,0:26:34,0.0,negative,0.982660592,negative,0.97295624,sadness,0.997376084,negative,0.999922872,negative,0.433032602,negative
179,179,its open for me i think its a part of informed consent for operable patients that they be aware of the alternatives though no one is really sure if sbrt is equivalentbetter than surgery most patients still choose surgery but i think its an emotionalpragmatic decision,DoctorJSpicer,2019-03-05,2:30:51,0.0,neutral,0.907342255,neutral,0.753434658,joy,0.979232371,positive,0.98523289,negative,0.347918898,neutral
180,180,luke perrys death has many of us thinking about the risks and signs of  do you know the signs so you can act fast ,HamHealthSci,2019-03-06,14:13:22,0.0,negative,0.590674818,neutral,0.684449136,joy,0.99409157,negative,0.997508764,negative,0.759531796,negative
181,181,healthcare for physicians fundamentals covering topics like system governance health economics emotional intelligence open for registration ideal for established and emerging alike visit,mcmasterchse,2019-03-08,19:42:26,0.0,positive,0.728868663,positive,0.601115823,joy,0.997136593,positive,0.975902498,positive,0.469035298,positive
182,182,i agree and care are very important for front line patient care and more training would greatly benefit our population let us keep in mind the proportion of canadian deaths occurring in is significantly rising,AmitAryaMD,2019-03-09,17:47:04,0.0,neutral,0.641569316,positive,0.489374548,joy,0.99538368,positive,0.98204881,negative,0.400192916,positive
183,183,such limited resources are provided in canada for the amp especially so at end of life listen to peach md lead a healing circle to reflect on a homeless patients death amp address the moral distress experienced by those who care death is a issue,DocSandyB,2019-03-09,21:19:58,0.0,neutral,0.541082919,neutral,0.667596877,sadness,0.989111483,positive,0.911028564,negative,0.369278491,neutral
184,184,incredible to share the experience of a healing circle with the heroic peach team so touching and empowering at the same time very proud to work with amp call him a friend amp mentor death is a social justice issue,AmitAryaMD,2019-03-10,19:02:29,0.0,positive,0.985233486,positive,0.97850889,joy,0.996542513,positive,0.998816371,positive,0.352646738,positive
185,185, residents who lose weight have persistent problems with hydration and suffer from shortness of breath are at particular risk of  the presence of also predicts death within days of assessment,AmitAryaMD,2019-03-12,11:46:06,0.0,negative,0.951454699,negative,0.9176355,fear,0.699033856,negative,0.999394178,negative,0.404683024,negative
186,186,in a person with advanced copd  there is never nothing we can treat symptomtitrated morphine would be unlikely to make breathing stop or hasten death this is less about telemedicine amp more about poor communication skills,AmitAryaMD,2019-03-13,13:02:33,0.0,negative,0.820510089,negative,0.86695832,fear,0.914859533,negative,0.999982715,negative,0.461481988,negative
187,187,persistent genital arousal symptoms participate in this research study aimed at better understanding this distressing condition for women,DrLoriBrotto,2019-03-15,1:59:13,0.0,neutral,0.765921414,neutral,0.731116533,sadness,0.852737129,positive,0.765074968,negative,0.494341016,neutral
188,188,that is bs and it makes me madsad when it happens to us i yelp about it see reviewer ,DrNadiaChaudhri,2019-03-16,15:47:26,0.0,negative,0.983455956,negative,0.962366283,joy,0.473695368,negative,0.952191353,neutral,0.38185221,negative
189,189,looking forward to dr mike allans live accredited webinar today at noon et about evidencebased issues highly relevant to depression management in primary care please tune in,allan_k_grillMD,2019-03-19,10:10:05,0.0,positive,0.906792641,positive,0.949623466,joy,0.996296227,positive,0.584833682,positive,0.423990071,positive
190,190,for sure account for the majority of reasons as to why we fall ill they are as medical as hypertension depression and dementia should use screening tools regularly in all areas of clinical practice,AmitAryaMD,2019-03-19,22:18:47,0.0,neutral,0.641641021,neutral,0.658787847,fear,0.823511064,positive,0.930256248,negative,0.444672465,neutral
191,191,a well written article agree that all physicians should be much better prepared to deal with death amp dying at the same time our aim should also be to demedicalize a natural process amp better empower familiescommunities in providing care,AmitAryaMD,2019-03-20,9:45:43,0.0,neutral,0.793679714,positive,0.584661067,joy,0.915785074,negative,0.963676929,positive,0.406348586,positive
192,192,qualitative research on for spouses of patients w bipolar disorder may be applicable to apps in general reduce stressors decr social isolation improve communication with patient amp others med management provide info on resources,yvonneychan,2019-03-23,13:31:12,0.0,neutral,0.582755804,neutral,0.518075764,sadness,0.452299803,positive,0.918879092,positive,0.350203693,neutral
193,193,wonderful news for the blossoming biomedicine sector at u of tu of t receives million gift for artificial intelligence and biomedicine complex the schools largestever donation via,IBmectin,2019-03-26,12:14:46,0.0,positive,0.98667568,positive,0.955829024,joy,0.998268008,positive,0.978749931,positive,0.51474756,positive
194,194,i think md referral requirement discriminates against pts without family doc or poor  we dont need an md referral to go to the ed so why do we need an md referral for  saving life should be as much an essential service as saving death,AmitAryaMD,2019-03-28,1:16:31,0.0,negative,0.762296796,negative,0.748264253,joy,0.99443984,negative,0.60288167,neutral,0.357096612,negative
195,195,a sad situation see my comments below meant to generate thought and discussion not a judgement,AmitAryaMD,2019-03-28,10:24:18,0.0,negative,0.928508461,negative,0.638383985,anger,0.916082442,negative,0.997114539,negative,0.468632191,negative
196,196,heartbreaking story until our homecare system starts providing services based on needs rather than prognosis this unfortunately will continue cant imagine the terrible stress and burnout that the has experienced,AmitAryaMD,2019-03-29,11:30:33,1.0,negative,0.982899308,negative,0.951803505,sadness,0.99812144,negative,0.985896647,negative,0.40896976,negative
197,197,to all the men who try to help out women at the gym if we need something which we probably wont well ask me putting a plate on a bar is not a cry for help for you to come and save the damsel in distress ps i can probably lift more than you,drfrayn,2019-03-29,16:29:47,0.0,negative,0.790177643,neutral,0.591497481,sadness,0.738860488,positive,0.810465813,negative,0.355049789,negative
198,198,this is the truth how often do we make healthy choices instead of waiting to receive a miracle cure or treatment just avoid dying hes so right make choices that lessen the chances of death,JohnsonNeilG,2019-04-01,20:23:22,0.0,neutral,0.749372005,neutral,0.513034165,joy,0.996299565,positive,0.989753366,positive,0.408798128,neutral
199,199,caregiver distress a crisis grows in honour of tomorrow read our latest blog in which our interim president and ceo and caregiver craig lindsay discuss the systemwide and personal dimensions of caregiver distress,OntarioHealthOH,2019-04-01,20:51:17,1.0,neutral,0.765936017,neutral,0.762117386,sadness,0.871485949,negative,0.688742995,negative,0.407924175,negative
200,200,overall an early approach could also achieve reduced caregiver stress more time on chemotherapy decreased hospital use and even increased survival,AmitAryaMD,2019-04-02,2:20:38,1.0,negative,0.710718393,positive,0.573004901,sadness,0.950339735,positive,0.714072049,positive,0.427163303,positive
201,201,distress and anxiety felt by informalunpaid caregivers is a growing issue in our health care system read our blog on the subject by and caregiver craig lindsay,OntarioHealthOH,2019-04-02,13:00:51,1.0,negative,0.92513001,neutral,0.485664934,fear,0.341238618,positive,0.688908756,negative,0.476278722,negative
202,202,for in of all caregivers that distress is a regular continued experience over at least months ,OntarioHealthOH,2019-04-02,18:55:53,1.0,negative,0.798256814,neutral,0.570683897,joy,0.488668352,positive,0.98729974,positive,0.436904132,positive
203,203,and their roles are getting harder nearly caregivers in ontario have experienced distress anger or depression at least once thats almost half of all caregivers its also a  increase from two years ago ,OntarioHealthOH,2019-04-02,18:55:53,1.0,negative,0.948771715,negative,0.76971215,sadness,0.975126684,positive,0.735633731,negative,0.389680505,negative
204,204,in ontario more carers report distress than in other provinces that collect similar data for example almost twice the number of caregivers of home care patients in ontario experience continued distress than those in newfoundland and labrador ,OntarioHealthOH,2019-04-02,18:55:54,1.0,negative,0.945261002,negative,0.652841687,sadness,0.805904388,negative,0.979173779,positive,0.370532066,negative
205,205,caregiving can be a rewarding experience but it can also be stressful if you are a caregiver learn what supports should be available to you when helping a loved one with receiving ,OntarioHealthOH,2019-04-02,21:20:08,1.0,neutral,0.776012778,neutral,0.467061639,sadness,0.84456259,positive,0.984516561,positive,0.351302236,neutral
206,206,i attended a really interesting talk on this topic by dr gregory simon psychiatrist this week take home messages  in his years of practice of meds available for depression has increased by x but ability to match drugpatient has changed  ,catriona_hippma,2019-04-05,0:38:24,0.0,positive,0.741925418,positive,0.852520764,joy,0.863597095,negative,0.697998405,negative,0.339656591,negative
207,207,for treatment resistant depression i would strongly recommend against pgx testing at this time patients who have already tried a ton of antidepressants already have the most personalized results possible they know what doesnt work for them no test can say what will ,catriona_hippma,2019-04-05,16:05:32,0.0,neutral,0.831286013,negative,0.624340951,joy,0.858431041,negative,0.82884258,negative,0.385877848,negative
208,208, once again this was completely discongruent with patient wishes and in fact actual reality which is that integrating approach is not equivalent to hastened death,AmitAryaMD,2019-04-06,13:14:32,0.0,negative,0.679650605,negative,0.674269378,joy,0.973563075,negative,0.999949455,negative,0.365785807,negative
209,209,i agree with you is much broader and we do not hasten death integration of a care approach can help a patient regardless of the method of dying they chose natural hastened or protracted with machines we specialize in a natural death,AmitAryaMD,2019-04-07,13:13:54,0.0,neutral,0.900219023,neutral,0.671528697,joy,0.769034207,negative,0.716220081,neutral,0.345737457,neutral
210,210,here is a commonly used definition which states that   affirms life amp regards dying as a normal process intends neither to hasten or postpone death amp palliative care can both relieve suffering through different approaches,AmitAryaMD,2019-04-08,9:29:42,0.0,neutral,0.738922238,neutral,0.646381199,sadness,0.967388272,negative,0.84244132,neutral,0.341926128,neutral
211,211,when handled with care distressing situations can provide insights for  s seeking feedback in distressing or highly emotional situations can help guide you as you seek input from your patients find it here,OntarioHealthOH,2019-04-08,18:40:06,1.0,neutral,0.93860209,neutral,0.544409871,sadness,0.93462491,positive,0.950537205,positive,0.371571511,neutral
212,212,the system didnt collapse we were forced by law to devise a new call coverage system so we did it took a little tweaking at first but it works well its sad that the courts needed to intervene because our profession had done nothing to regulate this issue itself,lisa_iannattone,2019-04-09,17:05:30,0.0,negative,0.701591253,neutral,0.480246305,anger,0.881405175,positive,0.943522453,positive,0.362308115,positive
213,213,im so sorry for your loss there is a distinction but there should not be any tension patients can be receiving and can choose rather than a natural death it can be integrated together,AmitAryaMD,2019-04-10,0:13:35,0.0,neutral,0.674203813,negative,0.476567686,joy,0.941794932,negative,0.881821811,negative,0.393960387,negative
214,214,our volunteer care clowns are helping relieve the stress of a hospital stay for our adult patients their bright colours and good cheer bring nothing but smiles,HamHealthSci,2019-04-10,18:12:03,0.0,positive,0.992393494,positive,0.954566479,joy,0.998669624,positive,0.998895109,positive,0.492934406,positive
