,Unnamed: 0,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
103,103,check out our guidebook of workshops we cover a variety of topics including parenting child development anxiety and difficult behaviour pick up a copy at the family resource centre at ron joyce childrens health centre or visit,mch_childrens,2018-12-28,17:15:01,neutral,0.9223921895027161,neutral,0.8074773550033569,fear,0.35331088304519653,positive,0.9424647092819214,positive,0.3778168559074402,neutral
104,104,not having ones lived identity recognized at and after death is a form of violence says hazell it also does harm to community friends partners and family who wish to ensure their loved one is represented in an authentic and respectful way,AmitAryaMD,2018-12-29,01:34:06,negative,0.7480619549751282,negative,0.8812041282653809,joy,0.9986889958381653,negative,0.9938197731971741,negative,0.39296701550483704,negative
105,105,our accreditation escape room was an innovative way to bring fun to a stressful process the escape room concept was designed around a code orange that led to a patient being admitted to mshread more in the latest edition of,OakValleyHealth,2019-01-04,14:24:02,positive,0.9131292700767517,positive,0.8332343101501465,joy,0.9355339407920837,positive,0.9913990497589111,negative,0.36562007665634155,positive
106,106,yes its completely lostworstconclusionever was daas for chronic hepatitis c has little or no clinical relevance to patients with hepatitis c unbelievable,sebpoule,2019-01-05,01:03:39,negative,0.9850719571113586,negative,0.9459172487258911,fear,0.29648926854133606,negative,0.9998763799667358,negative,0.4416256844997406,negative
107,107,pilot study demonstrating the potential for app to help reduce time to tb treatment initiation and loss to follow up in s africa primary care setting,yvonneychan,2019-01-06,16:42:54,neutral,0.6324005722999573,positive,0.6591411232948303,fear,0.6295487284660339,positive,0.9793023467063904,positive,0.4310072660446167,positive
108,108,wow an excellent article thanks for sharingtruth is just good patient care the palliative square covers physical emotional social and spiritual needs,AmitAryaMD,2019-01-06,19:23:15,positive,0.9846483469009399,positive,0.9494390487670898,joy,0.971628725528717,positive,0.8378262519836426,positive,0.35416683554649353,positive
109,109, who defines futility the physician or the patient what is the acceptable survival rate after cpr some patients may take a slim chance at survival with cpr vs certain death without cpr its all about values and beliefs of the patient,AmitAryaMD,2019-01-08,01:34:39,neutral,0.7794057726860046,neutral,0.6134024262428284,joy,0.9903554916381836,negative,0.9997822642326355,negative,0.38148370385169983,negative
110,110, cpr is the only treatment unlike chemo or surgery that could make an immediate difference between life amp death for many patients amp families staying alive could be simplified to heartbeat breathing eating amp drinking hence requests for artificial nutrition amp hydration,AmitAryaMD,2019-01-08,01:38:55,neutral,0.511065661907196,neutral,0.47308650612831116,joy,0.9487059712409973,negative,0.9461820721626282,negative,0.3455411493778229,negative
111,111,the notion that death could be diagnosed in the brain didnt emerge until after the advent of the modern ventilatorthe new death was an ethical choice masquerading as a medical factto me brain deatheath but an important philosophical question,KateMckMD,2019-01-12,23:36:26,neutral,0.5745840072631836,neutral,0.5110182166099548,joy,0.882451057434082,negative,0.8632329702377319,negative,0.4164595901966095,negative
112,112,as a pharmacist by training all i can say thats sad a note to the college should be in order,JohnsonNeilG,2019-01-13,13:01:43,negative,0.920225977897644,negative,0.7578698396682739,sadness,0.998046875,negative,0.6434358954429626,negative,0.3609984517097473,negative
113,113,the trust and support our patients have for our team of cardiac surgeons is not lost on people like resident surgeon dr saurabh gupta,HamHealthSci,2019-01-14,21:08:00,positive,0.9788891077041626,positive,0.7332316040992737,sadness,0.9956929087638855,positive,0.9967620372772217,positive,0.565839409828186,positive
114,114,the tool is opening up conversations with seniors and normalizing mental health discussions head over to quorum and read how is successfully identifying and addressing symptoms of depression among seniors with the phq tool,OntarioHealthOH,2019-01-15,19:15:16,neutral,0.6993668079376221,neutral,0.6186240911483765,joy,0.9636990427970886,positive,0.9747366309165955,positive,0.35662469267845154,neutral
115,115,despite what many may suspect the plastic surgeons conducting the survey found that the loss of ideal breast shape was not significantly linked with pregnancy weight gain or a history of breastfeeding,JeromeEdelstein,2019-01-16,14:33:54,neutral,0.618363618850708,neutral,0.7613340616226196,joy,0.9833736419677734,negative,0.9982540011405945,positive,0.34019142389297485,neutral
116,116,learn how and are improving care for patients with major depression using on quorum,OntarioHealthOH,2019-01-16,20:45:16,neutral,0.6750050187110901,positive,0.5988630056381226,joy,0.9668074250221252,positive,0.9979040622711182,positive,0.34954023361206055,positive
117,117,recently saw patient with advanced als profound symptoms eg dyspnea anxiety secretions for months suffering became too hard to tolerate and then patient asked for maid only this triggered an urgent consult this cant be the standard of care,AmitAryaMD,2019-01-16,21:13:23,negative,0.9321209788322449,negative,0.9480723738670349,anger,0.7604290843009949,negative,0.9982153177261353,negative,0.4124401807785034,negative
118,118,one of the greatest harms of over treatment and overdiagnosis may be loss of trust more is not always better a great article from ,AmitAryaMD,2019-01-18,11:21:58,negative,0.9200838804244995,negative,0.6142493486404419,joy,0.7505553364753723,negative,0.7875633239746094,negative,0.5938166975975037,negative
119,119,as per the us ambassador there are two sides of the science better known as democratization of facts,AmitAryaMD,2019-01-22,17:18:08,positive,0.6964324712753296,neutral,0.8445782661437988,joy,0.9899376630783081,negative,0.557471752166748,neutral,0.5093152523040771,neutral
120,120,agreed reminded of the following quote from pioneer dr neil macdonald a number of symptom complexes are not simply markers of progressive illness but in their own right may adversely affect the course of illness pain can kill so may depression,AmitAryaMD,2019-01-23,02:16:28,neutral,0.9035969376564026,negative,0.751512348651886,joy,0.7130255103111267,positive,0.9773748517036438,negative,0.4514482617378235,negative
121,121,sad to this myth still exists pain relief is not just for eol but should be prescribed earlier remember pain kills need to educate on proper opioid prescribing practices and differentiating opioid side effects toxicity and overdose not the same,AmitAryaMD,2019-01-23,11:56:58,negative,0.7869073748588562,negative,0.8255845904350281,joy,0.7522487640380859,negative,0.9970830082893372,negative,0.4237605333328247,negative
122,122,i agree social inequities much more apparent towards eol lifelimiting illness can in itself result in job loss in addition to ambulance have seen that patientcaregiver cannot afford parking agreed is a pioneer and we are lucky to work with him,AmitAryaMD,2019-01-25,11:17:48,negative,0.6115204095840454,negative,0.437273234128952,joy,0.9984726309776306,positive,0.9908004403114319,negative,0.44666168093681335,negative
123,123,why suicide is falling around the world and how to bring it down more  staying alive,JohnsonNeilG,2019-01-27,14:56:55,negative,0.9380326867103577,negative,0.5463206768035889,joy,0.8844557404518127,negative,0.6086375713348389,negative,0.4791150391101837,negative
124,124,leading health care organizations declare physician burnout as public health crisis  news  harvard th chan school of public health not surprised with all the brainpower devoted to the task emrs must get better  quick,drzieglergyn,2019-01-28,02:20:29,negative,0.7649399638175964,neutral,0.506795346736908,surprise,0.9897335171699524,negative,0.9913856983184814,negative,0.509090006351471,negative
125,125,did you know family and other informal caregivers of home care clients in who received care for more than two months are increasingly distressed learn more in measuring up ,OntarioHealthOH,2019-01-30,13:30:34,negative,0.8563330173492432,negative,0.597922682762146,fear,0.9971340894699097,negative,0.9520636200904846,negative,0.3628782331943512,negative
126,126,this we must follow those like who shared her experience of depression at msh its time to talk amp help women in our community by joining us for unionville off w letsgo,OakValleyHealth,2019-01-30,14:50:10,neutral,0.7769371271133423,neutral,0.5329557061195374,sadness,0.4484904408454895,positive,0.8988378047943115,negative,0.42612919211387634,neutral
127,127,craig struggling with his own health problems and busy life became a caregiver for his mother lois in her final weeks of life read their story to learn about the gaps in  the distress this causes caregivers,OntarioHealthOH,2019-01-30,15:01:23,negative,0.6170526742935181,neutral,0.48501673340797424,sadness,0.9793727993965149,positive,0.9936985969543457,negative,0.4371238052845001,negative
128,128,hey moms check out this emotional strengths finder  identify your strengths instead of shoulding all the time,catriona_hippma,2019-01-31,01:19:54,neutral,0.9445844292640686,neutral,0.6486127972602844,sadness,0.9944138526916504,positive,0.9977384805679321,neutral,0.4324173629283905,neutral
129,129,addressing legal issues can almost always alleviate stress that may be hindering our clients ability to improve their health learn how s health justice initiative is partnering with the legal system on quorum,OntarioHealthOH,2019-02-01,15:10:22,neutral,0.5821214318275452,neutral,0.4887967109680176,joy,0.9956295490264893,positive,0.9949464201927185,neutral,0.3678641617298126,neutral
130,130,thank you to all the parents who came out to the launch of our msh mom amp dad ambassador program you are important members of the msh community and were honoured to be there for you as your families grow,OakValleyHealth,2019-02-01,15:50:57,positive,0.9916287660598755,positive,0.983748197555542,joy,0.9976843595504761,positive,0.9705287218093872,positive,0.39823347330093384,positive
131,131,best wishes to the joyce family on the death of ron joycemany thanks to ron and the joyce family foundation for your philanthropy,TKarachi_MD,2019-02-01,18:01:55,positive,0.9483180642127991,positive,0.9268224835395813,joy,0.8946776986122131,positive,0.9825197458267212,positive,0.5917870998382568,positive
132,132,a must read thread almost all patients have a progressive life limiting illness and the ltc will be their place of death staff not trained in and resources too few frail marginalized and vulnerable population,AmitAryaMD,2019-02-02,13:00:59,negative,0.9253050088882446,negative,0.6649098992347717,sadness,0.9668481945991516,positive,0.9796552658081055,negative,0.39009571075439453,negative
133,133,there is not a single answer we need more staffing in and better training in  we need more but it will never be a  service thus a focus on and a approach to death dying and loss may be the most important,AmitAryaMD,2019-02-02,16:19:07,negative,0.5076994299888611,neutral,0.4946068823337555,sadness,0.5638803839683533,negative,0.9876337051391602,negative,0.49191856384277344,negative
134,134,just finished reading s a house in the sky having picked it up an hour after hearing her speak in person i have never had a book jolt me so emotionally before i vow today to heighten my appreciation for every small gift in my life thank you amanda,DrLoriBrotto,2019-02-05,15:09:40,positive,0.9400696158409119,positive,0.981862485408783,love,0.7599906921386719,positive,0.9937147498130798,positive,0.3653191030025482,positive
135,135,we will be wrapping up shortly any closing thoughts  key points you want to stress about quality standards,OntarioHealthOH,2019-02-05,18:54:20,neutral,0.8413376212120056,neutral,0.8839288949966431,joy,0.9918558597564697,positive,0.8751392364501953,negative,0.43457767367362976,neutral
136,136,a approach would involve amp reduction as a society we have deskilled ourselves to look after the seriouslly ill and their caregivers death and bereavement should be a societal issue and less so a medical problem,AmitAryaMD,2019-02-06,12:12:02,negative,0.9375162124633789,neutral,0.5086221098899841,sadness,0.51702481508255,negative,0.9939143061637878,negative,0.361846387386322,negative
137,137,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-06,17:00:26,neutral,0.9456769227981567,neutral,0.7928190231323242,joy,0.5903715491294861,negative,0.9208948612213135,neutral,0.3679545819759369,neutral
138,138,our sln will greet you and your family and escort you to the surgical assessment and discharge unit sadu while providing valuable information about the program and what to expect during your stay with us you will have the opportunity to ask and have your questions answered,OakValleyHealth,2019-02-06,19:54:53,neutral,0.8647987246513367,positive,0.8012190461158752,joy,0.9982122182846069,positive,0.998725950717926,positive,0.42672184109687805,positive
139,139,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-07,00:00:20,neutral,0.5839036703109741,neutral,0.8348668217658997,joy,0.9939489364624023,negative,0.901735782623291,neutral,0.35423025488853455,neutral
140,140,vinay prasad a wakeup call for the medical profession  the bmj,postgradw,2019-02-08,17:53:02,neutral,0.9606249928474426,neutral,0.8417654037475586,joy,0.5998070240020752,positive,0.680146336555481,neutral,0.3576660752296448,neutral
141,141,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-08,21:15:15,neutral,0.9395429491996765,neutral,0.6778798699378967,joy,0.9746376872062683,positive,0.9944834113121033,negative,0.3580906093120575,neutral
142,142,see the draft quality standard and accompanying patient guide for early complications and loss and tell us what you think by february ,OntarioHealthOH,2019-02-09,19:55:08,neutral,0.9195733070373535,neutral,0.7739777565002441,joy,0.8786406517028809,negative,0.9751347899436951,positive,0.3571459949016571,neutral
143,143, theres no debate doesnt hasten death in fact for cancer pts it prolongs life even sedation doesnt hasten death the myth that a palliative approach shortens life eg via opioid use and is giving up is something we combat everyday,AmitAryaMD,2019-02-10,12:47:34,negative,0.7851361036300659,negative,0.6680164337158203,anger,0.6058817505836487,negative,0.9817860722541809,negative,0.37574097514152527,negative
144,144, anecdotally have had several cases where wellmeaning specialists didnt recognize needs early by the time we saw it was too late to request maid pt had lost capacity and had suffered greatly no one had talked about eol planning before me,AmitAryaMD,2019-02-10,12:50:26,negative,0.8079400658607483,negative,0.8216012716293335,sadness,0.9969674944877625,negative,0.999768078327179,negative,0.3550492227077484,negative
145,145,wonderful to hear of your daughters interest in  its definitely a complex issue and discussion is always welcome once again well established research shows medications interventions etc never hasten death either neutral or lifeprolonging,AmitAryaMD,2019-02-10,15:30:43,positive,0.6546407341957092,positive,0.8127791285514832,joy,0.9989761114120483,positive,0.9758836627006531,negative,0.45331767201423645,positive
146,146,actually only of the are saved by the screening which is traded off with of the false positives dying as a result of testing so only  actually benefit from the screening at a cost of hundreds experiencing further unnecessary testing and anxiety,postgradw,2019-02-11,05:19:46,negative,0.9435397386550903,negative,0.5963822603225708,sadness,0.9758937358856201,negative,0.9993329644203186,negative,0.38468995690345764,negative
147,147,totally agree part of a approach to death dying and loss,AmitAryaMD,2019-02-11,11:47:49,negative,0.8204578757286072,neutral,0.5677222013473511,joy,0.8019996285438538,positive,0.859749436378479,negative,0.36159706115722656,negative
148,148,looking for your feedback a draft quality standard outlining quality care for people experiencing early complications and loss tell us what you think before february ,OntarioHealthOH,2019-02-11,19:00:26,neutral,0.9456769227981567,neutral,0.7928190231323242,joy,0.5903715491294861,negative,0.9208948612213135,neutral,0.3679545819759369,neutral
149,149,agreed alongside public education to support death dying and loss in the community we must also educate all health care providers with basic training in ,AmitAryaMD,2019-02-12,14:12:34,negative,0.6233997344970703,neutral,0.6642332077026367,joy,0.9872846007347107,positive,0.9839651584625244,positive,0.3843412399291992,positive
150,150,what was your experience during your pregnancy complication or loss would this guide have helped you interact with your health care providers tell us what you think by february ,OntarioHealthOH,2019-02-13,00:00:46,neutral,0.888546347618103,neutral,0.88682621717453,joy,0.9734423160552979,positive,0.6066077947616577,neutral,0.35023969411849976,neutral
151,151,its what happens on the journey to death which may last years that can be hard yet concerns itself primarily with the  not the ,AmitAryaMD,2019-02-13,11:55:28,neutral,0.7117595672607422,neutral,0.5122906565666199,anger,0.9166679382324219,positive,0.8435454964637756,negative,0.37696731090545654,neutral
152,152,even deep sedation does not seem to shorten life i do respect how this may not be important for many patients amp caregivers at eol yet there are many who are still fearful that hastens death and implies giving up,AmitAryaMD,2019-02-14,11:07:45,negative,0.7024983763694763,negative,0.7490519285202026,fear,0.9971972703933716,negative,0.8611011505126953,negative,0.385275661945343,negative
153,153,its have your lips lost some of their natural volume have you noticed that your lipstick just doesnt stay on the way it used toa subtle lip plump with filler,JeromeEdelstein,2019-02-15,15:25:08,negative,0.7820327281951904,negative,0.7064892649650574,joy,0.8541500568389893,negative,0.9999641180038452,negative,0.34028080105781555,negative
154,154,his warnings of the medicalisation of life and death runaway costs ever declining value patients reduced to consumers growing empires of doctors other health workers and researchers and the industrialisation of healthcare have come truewow,AmitAryaMD,2019-02-18,00:57:09,negative,0.782330334186554,negative,0.4878625273704529,sadness,0.9715622067451477,positive,0.789635181427002,negative,0.4757101535797119,negative
155,155,sad these issues are complex and require collaboration amp open discussion rather than stigmatization i am happy to be your friend  but seriously do try a beyond meat burger if you havent already ,AmitAryaMD,2019-02-20,01:17:47,neutral,0.6707355976104736,positive,0.5346195697784424,sadness,0.5156689882278442,negative,0.5650075078010559,positive,0.3443712592124939,positive
156,156,a bit of an exaggeration my friend since jihadis have resulted in the death of many innocent people mostly muslims themselves around the world some vegans may be annoying yet have killed no one that i know of,AmitAryaMD,2019-02-20,01:21:55,negative,0.9700232744216919,negative,0.9264953136444092,joy,0.7271727919578552,positive,0.7732295989990234,negative,0.4093688726425171,negative
157,157,very grateful to hear your perspective thank you we definitely need to increase supports in the community we need to remove stigmas around death and dying is not just endoflife care,AmitAryaMD,2019-02-20,01:34:20,positive,0.9456021785736084,positive,0.8698362708091736,joy,0.9240561723709106,positive,0.965278148651123,negative,0.37329643964767456,positive
158,158,start by developing rapport first listen to the patient amp family their perspectives hopes fears understand cultural amp religious valueswhen timely discuss as a postdeath attempt at revival not effective if the heart dies last discuss poor qol in the icu,AmitAryaMD,2019-02-20,02:20:01,neutral,0.8560959100723267,neutral,0.5195152163505554,joy,0.9703302383422852,negative,0.7460445761680603,neutral,0.36571550369262695,neutral
159,159,share your feedback what does quality health care look like for complications and loss tell us what you think of our draft quality standard and patient guide by february ,OntarioHealthOH,2019-02-21,00:00:25,neutral,0.5839036703109741,neutral,0.8348668217658997,joy,0.9939489364624023,negative,0.901735782623291,neutral,0.35423025488853455,neutral
160,160,people with experience pain amp emotional distress at levels similar to people with cancerindividuals with frailty often expressed a preference for reduced intervention but these preferences were not always observed at critical phases of care cc,AmitAryaMD,2019-02-22,01:29:38,neutral,0.815076470375061,negative,0.5197855234146118,sadness,0.4960700571537018,negative,0.8275198936462402,negative,0.3895360827445984,negative
161,161,re clare gerada we need a complaints code of conduct  the bmj you got that right colleges and hospitals that encouraging patients to complain is a major reason for physician burn out and even worse physician suicide who sticks up for us,drzieglergyn,2019-02-22,02:57:08,negative,0.8586043119430542,negative,0.8421335220336914,anger,0.9039949774742126,negative,0.8006041646003723,negative,0.5910505652427673,negative
162,162,clinicians perceive patient and family factors as the most important barriers to discussionsour findings highlight the potential for high levels of anxiety or even denial faced by patients with advanced ,AmitAryaMD,2019-02-22,10:00:45,negative,0.7854700684547424,negative,0.6584690809249878,joy,0.756226658821106,positive,0.9258314371109009,negative,0.5359055995941162,negative
163,163,in the spectrum between alive and dead we set the threshold and we can do so in response to biological ethical and even practical considerations death is not a binary state or a simple biological fact but a complex social choice,AmitAryaMD,2019-02-22,10:18:57,neutral,0.8973085284233093,neutral,0.818878710269928,joy,0.9623375535011292,positive,0.9988723397254944,negative,0.36582115292549133,neutral
164,164,feedback is important a draft quality standard on early complication and loss along w a guide for patients are now online,OntarioHealthOH,2019-02-22,16:00:36,neutral,0.9395429491996765,neutral,0.6778798699378967,joy,0.9746376872062683,positive,0.9944834113121033,negative,0.3580906093120575,neutral
165,165,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-22,19:00:36,positive,0.5466704368591309,neutral,0.6438199877738953,sadness,0.6244392991065979,negative,0.9863854050636292,positive,0.444369375705719,positive
166,166,heightened distress is associated with worse patient outcomes in terms of worse healthrelated quality of life lesser treatment adherence lower satisfaction with care and possibly lower survival,AmitAryaMD,2019-02-25,01:30:10,negative,0.979525089263916,negative,0.950933575630188,sadness,0.5489202737808228,negative,0.9993736147880554,negative,0.476860374212265,negative
167,167,we are working on a draft quality standard and patient guide with the pregnancy and infant loss network  tell us how this draft could be better by february ,OntarioHealthOH,2019-02-25,13:51:45,neutral,0.7542529702186584,positive,0.5412349104881287,joy,0.9892095923423767,negative,0.9783462882041931,neutral,0.3387939929962158,neutral
168,168,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-25,18:45:15,positive,0.5466704368591309,neutral,0.6438199877738953,sadness,0.6244392991065979,negative,0.9863854050636292,positive,0.444369375705719,positive
169,169,looking for your feedback two draft quality standards outlining quality care for people with anxiety disorders and obsessivecompulsive disorder tell us what you think before march ,OntarioHealthOH,2019-02-25,19:49:57,neutral,0.9398400187492371,neutral,0.6210101246833801,fear,0.986507773399353,negative,0.8906479477882385,neutral,0.4094168245792389,neutral
170,170,this shouldnt be happening we are not treating numbers on a screen but human beings we should always provide symptom management regardless of the stage of the illness as you have mentioned absolutely critical to ensure a good death,AmitAryaMD,2019-02-26,02:11:24,negative,0.5368685126304626,negative,0.6411367058753967,joy,0.981511652469635,negative,0.9959685802459717,negative,0.37388312816619873,negative
171,171,we cant thank our musical volunteers enough for helping to ease the stress of our patients and their families,mch_childrens,2019-02-26,21:53:30,positive,0.9919005632400513,positive,0.9272533655166626,joy,0.9946034550666809,positive,0.9692124128341675,positive,0.46482324600219727,positive
172,172,we work very much as a team and their is no subservience it all depends on the needs values and beliefs of the patient and family regardless of prognosis i still do agree strongly that above all else we need to ensure the patient has a good death,AmitAryaMD,2019-02-27,01:36:14,neutral,0.5242571830749512,positive,0.6202921271324158,joy,0.9958190321922302,positive,0.9973982572555542,positive,0.3511661887168884,positive
173,173,we recommend publicly funding a new technology for online cognitive behavioural therapy for people with major depression and anxiety disorders learn how this may cut down for ,OntarioHealthOH,2019-02-28,15:30:32,positive,0.5466704368591309,neutral,0.6438199877738953,sadness,0.6244392991065979,negative,0.9863854050636292,positive,0.444369375705719,positive
174,174,can present in many ways specific phobias social anxiety generalized anxiety panic disorder and agoraphobia how can an make health care better share your thoughts by march ,OntarioHealthOH,2019-02-28,18:00:45,neutral,0.7323741912841797,neutral,0.6327903270721436,fear,0.6331262588500977,negative,0.9030340909957886,neutral,0.3494803309440613,neutral
175,175,agreed as per the average life expectancy of a person when admitted to is about years for almost everyone the ltc is their last home prior to death i feel that we should change the name to longterm unit,AmitAryaMD,2019-03-03,01:31:15,neutral,0.9333108067512512,neutral,0.7865136861801147,joy,0.9131523370742798,positive,0.60614413022995,negative,0.350558876991272,neutral
176,176,staff are continually faced with the presence of death with a number of factors influencing how their experi ence with is managed,AmitAryaMD,2019-03-03,12:55:21,negative,0.9036837816238403,negative,0.4977512061595917,sadness,0.510604739189148,negative,0.8810595870018005,negative,0.5578663945198059,negative
177,177,interesting article from on physicians choosing to work parttime burnout and professional fatigue continue to be issues worth talking about,allan_k_grillMD,2019-03-03,14:44:54,neutral,0.5655526518821716,positive,0.6025342345237732,joy,0.9882113337516785,negative,0.5109834671020508,negative,0.5032296776771545,negative
178,178,sadly failure to accrue to sbrt vs surgery trials is one of the great failures of the thoracic oncology community and is an unfortunate byproduct of market effects in medical decision making now we have to put up with these pointless debates for the next few years,DoctorJSpicer,2019-03-05,00:26:34,negative,0.9826605916023254,negative,0.9729562401771545,sadness,0.9973760843276978,negative,0.9999228715896606,negative,0.43303272128105164,negative
179,179,its open for me i think its a part of informed consent for operable patients that they be aware of the alternatives though no one is really sure if sbrt is equivalentbetter than surgery most patients still choose surgery but i think its an emotionalpragmatic decision,DoctorJSpicer,2019-03-05,02:30:51,neutral,0.907342255115509,neutral,0.7534345984458923,joy,0.9792323708534241,positive,0.9852328896522522,negative,0.34791913628578186,neutral
180,180,luke perrys death has many of us thinking about the risks and signs of  do you know the signs so you can act fast ,HamHealthSci,2019-03-06,14:13:22,negative,0.5906746983528137,neutral,0.684449315071106,joy,0.9940915703773499,negative,0.9975087642669678,negative,0.7595343589782715,negative
181,181,healthcare for physicians fundamentals covering topics like system governance health economics emotional intelligence open for registration ideal for established and emerging alike visit,mcmasterchse,2019-03-08,19:42:26,positive,0.7288684248924255,positive,0.6011155843734741,joy,0.9971365928649902,positive,0.9759023785591125,positive,0.4690360426902771,positive
182,182,i agree and care are very important for front line patient care and more training would greatly benefit our population let us keep in mind the proportion of canadian deaths occurring in is significantly rising,AmitAryaMD,2019-03-09,17:47:04,neutral,0.6415694952011108,positive,0.4893743693828583,joy,0.9953836798667908,positive,0.9820488095283508,negative,0.4001927077770233,positive
183,183,such limited resources are provided in canada for the amp especially so at end of life listen to peach md lead a healing circle to reflect on a homeless patients death amp address the moral distress experienced by those who care death is a issue,DocSandyB,2019-03-09,21:19:58,neutral,0.541083037853241,neutral,0.6675970554351807,sadness,0.9891114830970764,positive,0.9110283851623535,negative,0.36927899718284607,neutral
184,184,incredible to share the experience of a healing circle with the heroic peach team so touching and empowering at the same time very proud to work with amp call him a friend amp mentor death is a social justice issue,AmitAryaMD,2019-03-10,19:02:29,positive,0.9852334856987,positive,0.9785088896751404,joy,0.9965425133705139,positive,0.9988163709640503,positive,0.3526468276977539,positive
185,185, residents who lose weight have persistent problems with hydration and suffer from shortness of breath are at particular risk of  the presence of also predicts death within days of assessment,AmitAryaMD,2019-03-12,11:46:06,negative,0.9514546990394592,negative,0.9176355004310608,fear,0.6990346908569336,negative,0.9993941783905029,negative,0.40468332171440125,negative
186,186,in a person with advanced copd  there is never nothing we can treat symptomtitrated morphine would be unlikely to make breathing stop or hasten death this is less about telemedicine amp more about poor communication skills,AmitAryaMD,2019-03-13,13:02:33,negative,0.8205103278160095,negative,0.8669583797454834,fear,0.9148595333099365,negative,0.9999827146530151,negative,0.4614817500114441,negative
187,187,persistent genital arousal symptoms participate in this research study aimed at better understanding this distressing condition for women,DrLoriBrotto,2019-03-15,01:59:13,neutral,0.7659215331077576,neutral,0.7311170697212219,sadness,0.8527382016181946,positive,0.7650747299194336,negative,0.49434134364128113,neutral
188,188,that is bs and it makes me madsad when it happens to us i yelp about it see reviewer ,DrNadiaChaudhri,2019-03-16,15:47:26,negative,0.9834559559822083,negative,0.9623662829399109,joy,0.4736975133419037,negative,0.9521915912628174,neutral,0.3818536400794983,negative
189,189,looking forward to dr mike allans live accredited webinar today at noon et about evidencebased issues highly relevant to depression management in primary care please tune in,allan_k_grillMD,2019-03-19,10:10:05,positive,0.9067925214767456,positive,0.9496235847473145,joy,0.996296226978302,positive,0.5848339796066284,positive,0.42398956418037415,positive
190,190,for sure account for the majority of reasons as to why we fall ill they are as medical as hypertension depression and dementia should use screening tools regularly in all areas of clinical practice,AmitAryaMD,2019-03-19,22:18:47,neutral,0.6416411995887756,neutral,0.6587879061698914,fear,0.8235113024711609,positive,0.9302555322647095,negative,0.4446732997894287,neutral
191,191,a well written article agree that all physicians should be much better prepared to deal with death amp dying at the same time our aim should also be to demedicalize a natural process amp better empower familiescommunities in providing care,AmitAryaMD,2019-03-20,09:45:43,neutral,0.7936795353889465,positive,0.5846611261367798,joy,0.9157847762107849,negative,0.9636771082878113,positive,0.406348317861557,positive
192,192,qualitative research on for spouses of patients w bipolar disorder may be applicable to apps in general reduce stressors decr social isolation improve communication with patient amp others med management provide info on resources,yvonneychan,2019-03-23,13:31:12,neutral,0.582755982875824,neutral,0.5180754065513611,sadness,0.45229944586753845,positive,0.9188789129257202,positive,0.3502037227153778,neutral
193,193,wonderful news for the blossoming biomedicine sector at u of tu of t receives million gift for artificial intelligence and biomedicine complex the schools largestever donation via,IBmectin,2019-03-26,12:14:46,positive,0.9866755604743958,positive,0.9558290243148804,joy,0.9982680082321167,positive,0.9787499308586121,positive,0.5147488713264465,positive
194,194,i think md referral requirement discriminates against pts without family doc or poor  we dont need an md referral to go to the ed so why do we need an md referral for  saving life should be as much an essential service as saving death,AmitAryaMD,2019-03-28,01:16:31,negative,0.7622968554496765,negative,0.7482643127441406,joy,0.9944398403167725,negative,0.6028805375099182,neutral,0.35709643363952637,negative
195,195,a sad situation see my comments below meant to generate thought and discussion not a judgement,AmitAryaMD,2019-03-28,10:24:18,negative,0.9285085797309875,negative,0.6383839845657349,anger,0.9160822033882141,negative,0.9971145391464233,negative,0.46863222122192383,negative
196,196,heartbreaking story until our homecare system starts providing services based on needs rather than prognosis this unfortunately will continue cant imagine the terrible stress and burnout that the has experienced,AmitAryaMD,2019-03-29,11:30:33,negative,0.9828993082046509,negative,0.9518035054206848,sadness,0.998121440410614,negative,0.9858965277671814,negative,0.40897008776664734,negative
197,197,to all the men who try to help out women at the gym if we need something which we probably wont well ask me putting a plate on a bar is not a cry for help for you to come and save the damsel in distress ps i can probably lift more than you,drfrayn,2019-03-29,16:29:47,negative,0.790178656578064,neutral,0.5914974212646484,sadness,0.7388602495193481,positive,0.8104660511016846,negative,0.35504984855651855,negative
198,198,this is the truth how often do we make healthy choices instead of waiting to receive a miracle cure or treatment just avoid dying hes so right make choices that lessen the chances of death,JohnsonNeilG,2019-04-01,20:23:22,neutral,0.7493719458580017,neutral,0.5130339860916138,joy,0.9962995648384094,positive,0.9897534847259521,positive,0.4087981581687927,neutral
